Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Mặt tiền	Số tầng	ExtractedTitle	Address1	Address2	Diện tích sử dụng
nghĩa hưng, p6 tân bình 48m2 5 tầng giá 6.1 tỷ. oanh (zalo): 0931296366.	6.1	https://batdongsan.vn/nghia-hung-p6-tan-binh-48m2-5-tang-gia-61-ty-oanh-zalo-0931296366-r260159	48.0	6.0	6.0		"nghĩa hưng, p6 tân bình 48m2 5 tầng giá 6.1 tỷ. oanh (zalo): 0931296366.
* diện tích: 4 x 12; thông phú lộc, nghĩa phát, bành văn trân.
* nhà đúc btct 5 tầng, 6 pn, sân thượng, có giếng trời phía sau rất thoáng và mát.
* phù hợp ở cho gia đình đông thành viên, hoặc vửa ở vừa cho thuê, hoặc cho thuê làm chdv.
* sổ hồng chính chủ tại gia, pháp lý chuẩn."	False	False	False	False	5.0	Nghĩa Hưng, Phường 6, Quận Tân Bình	Nghĩa Hưng, Phường 6, Quận Tân Bình	Nghĩa Hưng, Phường 6, Quận Tân Bình	240.0
chỉ 79tr/m2, 8x22m, bán nhà hxh nơ trang long,bình thạnh,nhỉnh 15 tỷ	15.5	https://batdongsan.vn/chi-79trm2-8x22m-ban-nha-hxh-no-trang-longbinh-thanhnhinh-15-ty-r260157	176.0			Thành phố Hồ Chí Minh	"chỉ 79tr/m2, 8x22m, bán nhà hxh nơ trang long,bình thạnh,nhỉnh 15 tỷ

????ts: 23vc008_1020

????gọi ngay vân nhà to - 0901248068 (call, zalo, viber) - 24/7
—------------------------
+ thông số vàng 176m2 (8x22m) phù hợp xây biệt thự, chdv hay tách phân lô.
+ vị trí ngay ngã 4 nguyễn xí, nơ trang long, phạm văn đồng, bình lợi, bên kia gò vấp, sân bay 10p, quận 1 15p.
+ tiện ích đầy đủ: vài bưóc siêu thị nguyễn kim, tttm vincom, ngân hàng, chợ, khu vực kỳ sầm uất, bến xe miền đông.
+gồm: trệt+ lầu btct, 3pn, sân trước nhà thoáng mát, trồng rau...
+hẻm xe hơi, thông tứ tung.
+sổ đẹp, vuông vức, pháp lý chuẩn.

lê quang định, phường 11, quận bình thạnh; bán nhà mặt tiền lê quang định, gò vấp"	True	False	True	True	2.4	Nơ Trang Long, Phường Bình Thạnh	Thành phố Hồ Chí Minh	Nơ Trang Long, Phường Bình Thạnh	422.4
ngang 7.5m, bán nhà hẻm 354 xe tải phan văn trị bình thạnh, chỉ 13 tỷ	13.0	https://batdongsan.vn/ngang-75m-ban-nha-hem-354-xe-tai-phan-van-tri-binh-thanh-chi-13-ty-r260153	187.0			Thành phố Hồ Chí Minh	"ngang 7.5m, bán nhà hẻm 354 xe tải phan văn trị bình thạnh, chỉ 13 tỷ

????ts: 23vc007_1020

????gọi ngay vân nhà to - 0901248068 (call, zalo, viber) - 24/7
—------------------------
+ nhà cũ, tiện xây ở hoặc chdv, biệt thự hay văn phòng, kho chứa, khu vực toàn cao tầng.
+ vị trí ở ngã tư phan văn trị -phạm văn đồng, sát vách gò vấp, sân bay 5p, đi lê quang định, nơ trang long cũng tiện, quận 1 15p.
+ gần emart gò vấp, khu biệt thự cityland, đh văn lang, tiện ích đầy đủ.
+ hẻm nhựa 6m xe tải thông, xe hơi lăn vào nhà.
+ sổ vuông đẹp, có sẵn công chứng ngay.

bán nhà mặt tiền phan văn trị bình thạnh;
bán nhà dương quảng hàm, gò vấp"	True	False	True	True	1.0	hẻm 354 xe tải Phan Văn Trị, Bình Thạnh	Thành phố Hồ Chí Minh	hẻm 354 xe tải Phan Văn Trị, Bình Thạnh	187.0
bán nhà phân lô phố cầu giấy- lô góc 3 thoáng- kinh doanh, ôtô, 58m2x5t, giá 14,9tỷ	14.9	https://batdongsan.vn/ban-nha-phan-lo-pho-cau-giay-lo-goc-3-thoang-kinh-doanh-oto-58m2x5t-gia-149ty-r260152	58.0	5.0			"mô tả:
+ vị trí đẹp nhất phố cầu giấy thông sang đường nguyễn văn huyên kéo dài
- thiết kế hiện đại đầy đủ công năng sử dụng:
+ tầng 1 : gara ô tô, hoặc phòng khách, bếp,vs
+ tầng 2 : phòng khách, 1 ngủ, vs
+ tầng 3.4: mỗi tầng 2 phòng, vs cầu thang giữa
+ tầng 5 sân phơi, phòng thờ.
sổ đỏ chính chủ, pháp lí rõ ràng.
-gía 14,9 tỷ ( có thương lượng)
liên hệ : chị tâm 0985428591"	True	False	False	False	5.0	phố Cầu Giấy	phố Cầu Giấy	phố Cầu Giấy	290.0
ni sư huỳnh liên, p10 tân bình, 50m2 ngang 5 chỉ 5.9 tỷ. oanh: 0931296366	5.9	https://batdongsan.vn/ni-su-huynh-lien-p10-tan-binh-50m2-ngang-5-chi-59-ty-oanh-0931296366-r260148	50.0	4.0	3.0		"ni sư huỳnh liên, p10 tân bình, 50m2 ngang 5 chỉ 5.9 tỷ. oanh: 0931296366
+ 3 tầng: 1 trệt 1 lửng 1 lầu, 4pn 3wc, bếp và phòng khách.
+ sát chở vải tân bình, giáp quận 11, quận 10.
+ chủ tặng full nội thất cho gia chủ mới.
+ sổ hoàn công, công chứng giao nhà ngay."	False	False	False	False	3.0	ni sư huỳnh liên, Phường 10, Quận Tân Bình	ni sư huỳnh liên, Phường 10, Quận Tân Bình	ni sư huỳnh liên, Phường 10, Quận Tân Bình	150.0
bán nhà riêng t n mai- trương định 60m, 4t, giá 4.65 tỷ	4.65	https://batdongsan.vn/ban-nha-rieng-t-n-mai-truong-dinh-60m-4t-gia-465-ty-r260147	60.0			Tân Mai, Hoàng Mai, Hà Nội	"-nhà lô góc, tự xây rất chắc chắn, nhiều phòng ngủ, có sân để xe riêng.
-50m ra ô tô, ngõ thông rất đẹp, thuận tiện di chuyển đi các hướng trương định, tân mai, giải phóng, kim đồng, giáp bát.
- sổ đỏ vuông vắn, sẵn sàng giao dịch.
-lh trọng kiên 0904537729 để xem nhà hoàn toàn miễn phí, phục vụ khách hàng 24/7."	True	False	False	False	4.0	Trương Định, Tân Mai	Tân Mai, Hoàng Mai, Hà Nội	Trương Định, Tân Mai	240.0
chính chủ gửi bán nhà mặt phố trục đường 56m, kinh doanh sầm uất, dự án centa city trong khu đô thị đẳng cấp vsip - phù chẩn, từ sơn, bắc ninh.	12.2	https://batdongsan.vn/chinh-chu-gui-ban-nha-mat-pho-truc-duong-56m-kinh-doanh-sam-uat-du-an-centa-city-trong-khu-do-thi-dang-cap-vsip-phu-chan-tu-son-bac-ninh-r260146	120.0	5.0	5.0	Centa City, ĐT 179, Xã Phù Chẩn, Tp. Từ Sơn, Bắc Ninh, Centa City	"✨ - diện tích: 120m2 - mặt tiền 6m, dài 20m
✨ - tổng diện tích 3 sàn lên đến 280m2
✨ - sân sau 5m, đường nội bộ phía sau 6m (2 mặt tiền)
✨ - vỉa hè 10m thuận lợi kinh doanh
✨ - pháp lý: đã có sổ hồng lâu dài
✨ - ngân hàng hỗ trợ vay 70% giá trị nhà với chính sách cực kỳ ưu đãi.

???? đặc biệt: giá tốt nhất bảng hàng: 12.xx tỷ (x tiểu học)
???? liên hệ ngay chuyên viên cđt : 0334579886 - mr.tuấn (24/7) - để được tư vấn và xem nhà trực tiếp.

⚓ vị trí kđt: tiếp giáp 3 đường cao tốc: hà nội - bắc giang, hà nội - thái nguyên, hà nội -hải phòng là cửa ngõ vào hà nội và các tỉnh đồng bằng sông hồng, đi đâu cũng tiện, tới đâu cũng gần. thuộc khu quy hoạch theo mô hình thành phố singapore thu nhỏ, môi trường sống xanh đẳng cấp.

☘ đánh giá thuận lợi:
☑️ phù hợp để nghỉ dưỡng, kinh doanh mặt ngoài
☑️ các tiện ích đã hiện hữu như: công viên centa park, công viên nhạc nước, công viên thể thao, sân bóng đã, sân tenis
☑️ khu vực dân cư đông, khí hậu trong lành, môi trường sống xanh
☑️ an ninh 5 lớp bảo vệ an toàn cho kđt và vật chất

???? liên hệ ngay chuyên viên cđt : 0334579886 - mr.tuấn (24/7) - để được tư vấn và xem nhà trực tiếp."	False	False	True	True	1.2	đường trục 56m, Khu đô thị đẳng cấp VSIP, Phù Chẩn, Từ Sơn, Bắc Ninh	Centa City, ĐT 179, Xã Phù Chẩn, Tp. Từ Sơn, Bắc Ninh, Centa City	đường trục 56m, Khu đô thị đẳng cấp VSIP, Phù Chẩn, Từ Sơn, Bắc Ninh	144.0
nhà lê quang đinh, cách hẻm xe tải 2m, 45m2	4.5	https://batdongsan.vn/nha-le-quang-dinh-cach-hem-xe-tai-2m-45m2-r260145	45.0	2.0	2.0	Nhà Nguyễn Thái Sơn, Phường 3, Gò Vấp.	"nhà lê quang định, phường 1, gò vấp.
diện tích: 45m2
mô tả:
kế cấu: 1 trệt, 1 lầu, 2 phòng ngủ, 2 wc
+ hẻm trước nhà sạch sẽ, thông thoáng, cách hẻm ô tô tải 3 bước chân.
+ cách mặt tiền đường chỉ tầm 40m.
+ nhà kết cấu chắc chắn.
+ vị trí đắc địa, giáp quận bình thạnh, gần ngay uỷ ban nhân dân quận gò vấp.
mọi chi tiết xin liên hệ : duyên 0908.638.007"	True	False	True	False	2.0	đường Lê Quang Định, Phường 1, Quận Gò Vấp	Nhà Nguyễn Thái Sơn, Phường 3, Gò Vấp.	đường Lê Quang Định, Phường 1, Quận Gò Vấp	90.0
phân lô đầm trấu, hbt, ô tô tránh, vị trí vàng, dt 49m, mt 4m, nhỉnh 10 tỷ	10.5	https://batdongsan.vn/phan-lo-dam-trau-hbt-o-to-tranh-vi-tri-vang-dt-49m-mt-4m-nhinh-10-ty-r260142	49.0	4.0			"gia đình cần bán nhà tại khu phân lô đầm trấu, hai bà trưng, hà nội
diện tích 49m2
mặt tiền rộng 4m
đường trước nhà ô tô tránh, đỗ cửa, vỉe hè rộng rãi
nhà có 2 mặt thoáng, đằng sau cũng là đường lối đi, rất thoáng

nhà 4 tầng, thiết kế tầng 2 phòng với cầu thang rộng ở giữa
khu phân lô đầm trầu là khu vực cực vip, dân trí cao, là nơi giao thoa giữa quận hoàn kiếm và hai bà trưng, tiện ích vô vàn, dân trí cao
sổ phân lô, sẵn sàng giao dịch

giá bán 10.5 tỷ , thương lượng trực tiếp
lh em sơn 0866962639 để xem nhà miễn phí"	True	False	True	True	3.2	phân lô đầm trấu, Quận Hai Bà Trưng, Hà Nội	phân lô đầm trấu, Quận Hai Bà Trưng, Hà Nội	phân lô đầm trấu, Quận Hai Bà Trưng, Hà Nội	156.8
4 tỷ - sổ đỏ 285/8 đội cấn - ba đình - 100% nội thất - 35m2 x 5 tầng	4.6	https://batdongsan.vn/4-ty-so-do-2858-doi-can-ba-dinh-100-noi-that-35m2-x-5-tang-r260140	35.0	4.0	5.0	285 đội cấn	"2 thoáng trước sau - mới đẹp ở ngay - full nội thất - ngõ rộng - sổ vuông nở hậu

*mô tả:
- nhà đẹp ở ngay, chủ nhà xây dựng rất tâm huyết. tặng lại khách hàng 100% nội thất đắt tiền.
- nhà thoáng trước thoáng sau thêm giếng trời cực kỳ vượng khí. chỉ 50m ra mặt phố.
- trung tâm ba đình, ngõ rộng thoáng sạch sẽ, khu vực dân trí cao, an sinh tốt, xung quanh tiện ích vô vàn.
*thiết kế:
tầng 1: phòng khách, bếp, wc.
tầng 2,3,4: mỗi tầng 1 phòng ngủ + wc.
tầng 5: phòng thờ, sân phơi để máy giặt.
+ sổ đỏ vuông đẹp nở hậu, sẵn sàng giao dịch."	False	False	True	True	5.0	đội Cấn, Phường Ba Đình	285 đội cấn	đội Cấn, Phường Ba Đình	175.0
nhà mới ở ngay, gần công viên nguyễn sỹ sách, 3.5 tỷ	3.5	https://batdongsan.vn/nha-moi-o-ngay-gan-cong-vien-nguyen-sy-sach-35-ty-r260130	36.0	2.0	2.0	Nguyễn Sỹ Sách, P.15, Tân Bình	nhà 1 trệt 1 lầu, 2 phòng ngủ mới đẹp. ban công thoáng mát. tiện ích xung quanh đầy đủ. nhà gần chợ, trường học các cấp, công viên.. hẻm sạch thoáng. khu an ninh, yên tĩnh. sổ hồng riêng, pháp lý chuẩn. liên hệ anh võ: 0909 100 817. không tiếp trung gian.	False	False	True	False	2.0	Công viên Nguyễn Sỹ Sách	Nguyễn Sỹ Sách, P.15, Tân Bình	Công viên Nguyễn Sỹ Sách	72.0
mp trung kính to 50m x 4 tầng, mt 5m , 2 mặt đường trước sau , đang cho thuê gần 50 tr	24.0	https://batdongsan.vn/mp-trung-kinh-to-50m-x-4-tang-mt-5m-2-mat-duong-truoc-sau-dang-cho-thue-gan-50-tr-r260126					"siêu víp vị trí hiếm mặt phố vỉa hè đá bóng + 1 mặt ngõ ô tô .
+vị trí mặt phố, kinh doanh, vỉa hè 6m, đường trước nhà ô tô đỗ ngày đêm.
+ nhà thiết kế thông sàn, đang cho thuê, hợp đồng gần 50tr/ tháng
+ giá nhỉnh 24 tỷ
???? sổ siêu đẹp trước sau như một. chờ giao dịch.
+ lh : e quang 0946856888"	True	True	False	True	3.2	mặt phố Trung Kính	mặt phố Trung Kính	mặt phố Trung Kính	
dòng tiền 600tr - ccmn 60 trương định - nhỉnh 6 tỷ - full nội thất - 47m2 x 5 t x 9p	6.39	https://batdongsan.vn/dong-tien-600tr-ccmn-60-truong-dinh-nhinh-6-ty-full-noi-that-47m2-x-5-t-x-9p-r260118	47.0	9.0	9.0	60 Trương Định	"tòa nhà dịch vụ - 9 phòng kín người thuê - thu nhập khủng - 100% nội thất - tiền đẻ ra tiền

- nằm tại 60 phố trương định, vị trí trọng điểm quận hai bà trưng, 50m ra phố, ngõ thông tứ tung. ba gác tránh nhau tận cửa. giao thông thuận tiện
- thu nhập 50tr/ tháng. 600tr/năm. cách tổ hợp đại học bách khoa, xây dựng, kinh tế quốc dân 2km. luôn luôn có sinh viên + người đi làm săn đón phòng. chưa kể tiền điện, nước, dịch vụ giá kinh doanh
- siêu gần nhiều tiện ích, an ninh 10đ. ngõ siêu yên tĩnh

thiết kế: 47m2 x 5 tầng x 9 phòng. full 100% nội thất
t1 : để xe + 01 phòng kép kín.
t2.3.4.5 : tổng 08 phòng khép kín + sân phơi
giá: 6.4 tỷ ( có thương lượng)
sổ vuông vắn cất két, sẵn sàng công chứng"	False	False	True	False	5.0	phố Trương Định, Quận Hai Bà Trưng	60 Trương Định	phố Trương Định, Quận Hai Bà Trưng	235.0
bán nhà tân bình 3 tầng 53m2 nhà mới đẹp, tặng toàn bộ nội thất.	5.75	https://batdongsan.vn/ban-nha-tan-binh-3-tang-53m2-nha-moi-dep-tang-toan-bo-noi-that-r260117	53.0	3.0	3.0	Thiên Phước, Phường 9, Tân Bình, Hồ Chí Minh.	"+ diện tích: 4 x 13.
+ kết cấu: 1 trệt, 2 lầu, còn rất mới xây kiên cố đẹp.nhà mới về ở ngay, tặng hết lại nội thất gồm: khu vực để xe, kho để đồ, bếp, phòng khách, 3 vệ sinh, 3 phòng ngủ, 1 sân thượng có hệ thống trồng rau thuỷ canh. hệ nước nóng năng lượng, hệ thống điện, máy lạnh âm tường.
+khu vực an ninh tập trung nhiều tiện ích như chợ, siêu thị, trường học công viên, bệnh viên,..
+ khu vực vị trí cực đẹp, hẻm nhựa thông xe hơi đậu ngay gần. thuận tiện đi lại, lý thường kiệt, lê đại hành, lữ gia plaza, công viên tân phước,..
+ sổ đẹp vuông đét, pháp lí sạch, công chứng ngay trong ngày. chủ bán đi định cư nước ngoài."	True	False	True	False	3.0	Tân Bình	Thiên Phước, Phường 9, Tân Bình, Hồ Chí Minh.	Tân Bình	159.0
hxh 4,5x19 nguyễn văn lượng 3 lầu 4pn p6 gò vấp	8.0	https://batdongsan.vn/hxh-45x19-nguyen-van-luong-3-lau-4pn-p6-go-vap-r260111	85.0	4.0	4.0		"8 tỷ hxh 4,5x19 nguyễn văn lượng 3 lầu 4pn p6 gò vấp

- khu vực phân lô an ninh dân trí yên tĩnh hẻm 10m thông ô tô vào nhà
- 2 lầu kiên cố sân thượng trồng cây
- ngay pham huy thông, cityland, công viên"	True	False	False	False	3.0	đường Nguyễn Văn Lượng, Phường 6, Quận Gò Vấp	đường Nguyễn Văn Lượng, Phường 6, Quận Gò Vấp	đường Nguyễn Văn Lượng, Phường 6, Quận Gò Vấp	255.0
bán gấp nhà hẻm 5m lạc long quân p10 tân bình, 4 tầng, 2 mặt cửa chỉ 7 tỷ x	7.0	https://batdongsan.vn/ban-gap-nha-hem-5m-lac-long-quan-p10-tan-binh-4-tang-2-mat-cua-chi-7-ty-x-r260109	50.0			Thành phố Hồ Chí Minh	"- hẻm trước nhà 5m xe hơi vi vu
- kết cấu: 4 tầng khủng ban công giếng trời
- thoáng 2 mặt cửa, hẻm gió 1m cực mát
- sổ cực đẹp công chứng trong ngày
- lh: 0922351398 trọng đạt chuyên nhà phố tân bình

- kết nối trực tiếp các tuyến đường trọng điểm của thành phố: âu cơ, đường hồng lạc, đường lạc long quân, đường lý thường kiệt, đường bùi thế mỹ, đường ni sư huỳnh liên, đường bàu cát"	True	False	False	False	4.0	đường Lạc Long Quân, Phường 10, Quận Tân Bình	Thành phố Hồ Chí Minh	đường Lạc Long Quân, Phường 10, Quận Tân Bình	200.0
hẻm 10m 3,1 tỷ 4,5x8 nguyễn văn công p3 gò vấp	3.1	https://batdongsan.vn/hem-10m-31-ty-45x8-nguyen-van-cong-p3-go-vap-r260108	36.0	3.0	2.0		"3,1 tỷ 3pn 4,5x8 nguyễn văn công p3 gò vấp
+ ngay bv 175, phạm văn đồng ra sân bay, phú nhuận 2p, ra hẻm xe tải 10m
+ nhà đẹp,an ninh, đúc btct kiên cố 2wc
+ nhà đẹp ở ngay, cho thuê 6tr/tháng"	False	False	True	False	1.2	Nguyễn Văn Công, Phường 3, Quận Gò Vấp	Nguyễn Văn Công, Phường 3, Quận Gò Vấp	Nguyễn Văn Công, Phường 3, Quận Gò Vấp	43.199999999999996
bán nhà 1t1l 131m2 thổ cư đường ô tô (p. tam hiệp) chỉ 5,1 tỉ	5.1	https://batdongsan.vn/ban-nha-1t1l-131m2-tho-cu-duong-o-to-p-tam-hiep-chi-51-ti-r260101	131.0	2.0	2.0		"???????? bán nhà 1 trệt 1 lầu 131m2 shr thổ cư đường ô tô (p. tam hiệp)
+ vị trí: gần sở tài nguyên,1 xẹt đường nguyễn bảo đức
+ diện tích: 5x26m (131m2)
+ sổ hồng riêng thổ cư
+ nhà 1 trệt 1 lầu xây dựng kiên cố chắc chắn gồm: 1 phòng khách,2 phòng ngủ,tolet,nhà bếp và sân để ô tô rộng rãi,đường hai ô tô né nhau"	True	False	False	False	2.0	đường ô tô, Phường Tam Hiệp	đường ô tô, Phường Tam Hiệp	đường ô tô, Phường Tam Hiệp	262.0
siêu phẩm 100m2 hương sơ kv1 nguyễn văn linh giá sập sàn 1,x tỷ	1.89	https://batdongsan.vn/sieu-pham-100m2-huong-so-kv1-nguyen-van-linh-gia-sap-san-1x-ty-r260098	100.0				"???????????? siêu phẩm 100m2 hương sơ kv1 nguyễn văn linh giá sập sàn 1,x tỷ
-----------------------------------------------
???? thông tin sản phẩm:
✅ diện tích: 100m2 ( 5*20m )
✅ hướng đông nam
✅ đường nhựa 13,5m , điện âm , cở sở hạ tầng hoàn thiện
✅ nhà cửa khang trang , đầy đủ tiện ích an sinh xung quanh
✅ cách trục chính phòng cháy chữa cháy chỉ 30m
✅ cách công viên hoàng mai và trường mầm non hương sơ 100m
✅ cơ sở hạ tầng đầy đủ, công viên, trường học, chợ xá, kênh thoát nước chống lũ đã hoàn thiện
✅ đang thi công mặt đường tản đà 40m quá đẹp, thông ra đường tỉnh lộ hương trà, quảng điền
✅ pháp lý: sổ hồng chính chủ
???? giá: 1,8x tỷ ( thương lượng chính chủ )
☎️ liên hệ : 0785170054 (hoàng) gọi để được tư vấn và xem đất"	False	False	True	True	1.0	nguyễn văn linh, Khuヴァng sư Hương Sơ, KV1	nguyễn văn linh, Khuヴァng sư Hương Sơ, KV1	nguyễn văn linh, Khuヴァng sư Hương Sơ, KV1	100.0
nhà phố rẻ nhất trung tâm tp tân uyên giá chỉ 2.58 tỷ , có shr chốt nhanh để nhận được chiết khấu khủng	2.58	https://batdongsan.vn/nha-pho-re-nhat-trung-tam-tp-tan-uyen-gia-chi-258-ty-co-shr-chot-nhanh-de-nhan-duoc-chiet-khau-khung-r260090	61.0	3.0	2.0	607 Điện Biên Phủ, Phường 25, quận Bình Thạnh, TP HCM	"compound phước điền citizen
*nhà phố đã xây xong, 1 số nhà đang cho thuê 13 triệu/tháng, thị xã tân uyên được lên thành phố , làm tăng sự phát triển giá trị của căn nhà trong tương lai cho cư dân tại đây, vị trí vàng của tp tân uyên
vị trí: đường tân phước khánh 32, phường tân phước khánh, thị xã tân uyên, bình dương.
*diện tích: từ 60m2-120m2
* thiết kế: 1 trệt 1 lầu, 1 trệt 2 lầu, đường trước nhà 15m, vỉa hè 2.5m mỗi bên, có cây xanh, điện nước âm , thiết kế cổ điển
* pháp lí: sổ hồng từng căn đã hoàn công
* giá: từ 2.58 tỷ-3.2 tỷ
* tiện ích xung quanh: trong bán kính 3km có bệnh viện vạn phúc, trường học, khu du lịch hồ nam, kcn nam tân uyên, visip i, visip ii, khu dân cư đông đúc, các dự án lớn đang đổ về tân uyên, dự kiến là thủ phủ kcn mới của bình dương
- tiềm năng: thích hợp làm nhà ở, khu nghỉ dưỡng, kinh doanh hoặc cho thuê dài hạn
- khu vực cư dân được tách biệt với bên ngoài bởi compound an ninh, có bảo vệ trực 24/7
chốt nhanh tay để nhận chiết khấu cao trong tuần này"	False	True	True	False	1.4	đường Tân Phước Khánh, Phường Tân Phước Khánh, Thành phố Tân Uyên, Bình Dương	607 Điện Biên Phủ, Phường 25, quận Bình Thạnh, TP HCM	đường Tân Phước Khánh, Phường Tân Phước Khánh, Thành phố Tân Uyên, Bình Dương	85.39999999999999
nghĩa hưng, p6 tân bình 48m2 5 tầng giá 6.1 tỷ. oanh (zalo): 0931296366.	6.1	https://batdongsan.vn/nghia-hung-p6-tan-binh-48m2-5-tang-gia-61-ty-oanh-zalo-0931296366-r260087	48.0	6.0	6.0		"nghĩa hưng, p6 tân bình 48m2 5 tầng giá 6.1 tỷ. oanh (zalo): 0931296366.
* diện tích: 4 x 12; thông phú lộc, nghĩa phát, bành văn trân.
* nhà đúc btct 5 tầng, 6 pn, sân thượng, có giếng trời phía sau rất thoáng và mát.
* phù hợp ở cho gia đình đông thành viên, hoặc vửa ở vừa cho thuê, hoặc cho thuê làm chdv.
* sổ hồng chính chủ tại gia, pháp lý chuẩn.
#bánnhàphốquậntânbình"	False	False	False	False	5.0	Nghĩa Hưng, Phường 6, Quận Tân Bình	Nghĩa Hưng, Phường 6, Quận Tân Bình	Nghĩa Hưng, Phường 6, Quận Tân Bình	240.0
đất thánh, ô tô kia morning đậu cửa 4 tầng chỉ 4.6 tỷ. oanh: 0931296366	4.6	https://batdongsan.vn/dat-thanh-o-to-kia-morning-dau-cua-4-tang-chi-46-ty-oanh-0931296366-r260086	25.0	2.0	3.0		"đất thánh, ô tô kia morning đậu cửa 4 tầng chỉ 4.6 tỷ. oanh: 0931296366
* ngang 5 dài 5.
* 1 trệt 2 lầu, phòng khách, bếp, sân thượng, 2pn 3wc.
* tiện ích đầy đủ: gần chợ nam hòa, siêu thị, trường học căc cấp.
* sổ vuông đẹp, hoàn công đầy đủ không lộ giới quy hoạch.
* chủ rất đang nhiệt bán, khách ưng là chốt ngay."	True	False	True	False	4.0	đất Thánh	đất Thánh	đất Thánh	100.0
60m2 2 tầng đúc btct hẻm xe tải thành thái chỉ 11 tỷ 9	11.9	https://batdongsan.vn/60m2-2-tang-duc-btct-hem-xe-tai-thanh-thai-chi-11-ty-9-r260084	60.0				"60m2 2 tầng đúc btct hẻm xe tải thành thái chỉ 11 tỷ 9

mô tả:
???? 1 trệt, 1 lầu, bao gồm 2 phòng ngủ, phòng khách, 1 phòng thờ, có giếng trời, thiết kế chắc chắn, thoáng mát.
???? hẻm xe hơi đua, thông khắp ngả, hẻm sạch đẹp, dân trí tốt.
???? sổ hồng chính chủ, sổ nở hậu đẹp, không lỗi phong thuỷ.
???? ngay khu hẻm trường dạy nghề thành thái đông dân cư, thuận tiện di chuyển các quận trung tâm.

liên hệ 0906 932696 gặp mr kiều"	True	False	True	False	2.0	hẻm xe tải, Thành Thái	hẻm xe tải, Thành Thái	hẻm xe tải, Thành Thái	120.0
mặt tiền kinh doanh tương lai - ngang khủng 8.5m - 160m2	9.1	https://batdongsan.vn/mat-tien-kinh-doanh-tuong-lai-ngang-khung-85m-160m2-r260075	160.0	2.0	2.0	Tỉnh Lộ 10, Tân Tạo, Bình Tân	"- quy mô nhà cấp 4, trệt, mái.
- nhà có phòng khách, 2 phòng ngủ, bếp, 2 wc, sân trước.
- tương lai quy hoạch lộ giới mở đường trên 40m lúc đó giá trị căn nhà sẽ tăng rất cao.
- thông số vàng cực kỳ hiếm với chiều ngang 8.5m cho khách mong muốn tìm.
- vị trí đẹp rất tiềm năng thuận lợi kinh doanh theo sở thích của khách hàng.
- nhà đã cũ xác định mua vị trí phù hợp với khách có nhu cầu xây dựng mới.
- tiện ích xung quanh đầy đủ, bệnh viện, trường học, siêu thị, ubnd, chợ."	False	False	True	False	1.0		Tỉnh Lộ 10, Tân Tạo, Bình Tân		160.0
chính chủ bán nhà kiệt 208 tôn đức thắng liên chiểu đà nẵng.	2.9	https://batdongsan.vn/chinh-chu-ban-nha-kiet-208-ton-duc-thang-lien-chieu-da-nang-r260071	62.0			Thành phố Đà Nẵng	"chính chủ bán nhà kiệt 208 tôn đức thắng liên chiểu đà nẵng.
nhà 2 tầng 2 mê mới xây kiệt tôn đức thắng liên chiểu .
+ vị trí cách đường lớn 30m cách bến xe trung tâm 50m.
+ khu dân cư dân trí cao an ninh tốt, kiệt trước nhà 2m5.
+ nhà mới xây kiên cố 2 mặt kiệt thông thoáng, kiệt thông.
+ diện tích: 62m2 ( 4m8 x 13m)
+ nhà 3 phòng ngủ, 2 wc, phong sinh hoạt chung, phòng thờ,ban công, sân thượng, sân phơi rộng rãi.
+ sổ hồng chính chủ công chứng ngay.
+ chủ rất thiện chí bán giá bán thương lượng chính chủ.
+ khách quan tâm gọi minh gặp chủ xem nhà miễn phí 24/24.
+ cảm ơn anh, chị, em đã xem tin."	False	False	False	False	2.0	kiệt 208 tôn đức thắng, quận Liên Chiểu, Đà Nẵng	Thành phố Đà Nẵng	kiệt 208 tôn đức thắng, quận Liên Chiểu, Đà Nẵng	124.0
hàng siêu hiếm, mặt tiền chợ kinh doanh 84m2 4 tầng	15.0	https://batdongsan.vn/hang-sieu-hiem-mat-tien-cho-kinh-doanh-84m2-4-tang-r260070	84.0	4.0	3.0	Khiếu Năng Tĩnh, An Lạc A	"diện tích: 4.1 x 20.5 vuông vắn
kết cấu: 4 tầng với 4 phòng ngủ cực rộng rãi, 3 vệ sinh siêu rộng, 1 phòng giặt, 2 sân thượng với mái bê tông, bếp và phòng khách, hiên trước chủ để buôn bán rau củ kiếm thêm.
đường rộng 10m có vỉa hè 2 bên, kinh doanh đông đúc sầm uất.
vị trí : giáp ranh với bà hom q. 6, gần khu bình trị đông b tên lửa
sổ hồng riêng chính chủ, rất thiện chí bán. giá thương lượng."	False	False	True	False	4.0	mặt tiền chợ, giáp ranh với Bà Hom, Quận 6	Khiếu Năng Tĩnh, An Lạc A	mặt tiền chợ, giáp ranh với Bà Hom, Quận 6	336.0
