Unnamed: 0	Address2	Latitude	Longitude
1822	Phố Nguyễn Ngọc Vũ, Quận Cầu Giấy	210.115.524	1.058.087.333
1823	sát Đỗ Xuân Hợp, Dương Đình Hội	108.167.155	1.067.742.519
1824	đường Tư Đình, Long Biên, Hà Nội	21.030.676	1.058.879.036
1825	Nguyễn Văn Cừ		
1826	Lê Duy Nhuận, phường 12, quận Tân Bình	107.971.716	1.066.483.109
1827	Lương Thế Vinh		
1828	Nguyễn Tư Giản, Phường 12, Quận Gò Vấp	108.326.748	1.066.385.553
1829	đường Bạch Đằng, Phường 15, Quận Bình Thạnh	108.032.549	1.067.047.781
1830	đường Trường Chinh	210.001.492	1.058.312.638
1831	Hạ Đình, Thanh Xuân	209.866.719	1.058.099.499
1832	La Thành		
1833	Nguyễn Tư Giản, phường 12, quận Gò Vấp, Tp HCM	108.326.748	1.066.385.553
1834	đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận	108.002.045	1.066.813.247
1835	đường Ngô Quyền, Phường An Hòa	99.804.585	1.051.043.935
1836	đường Tô Vĩnh Diện, Quận Thanh Xuân	209.996.942	1.058.209.239
1837	đường số 9, Linh Tây, Thủ Đức, ngay Phạm Văn Đồng	108.627.244	1.067.549.835
1838	HXH Hoàng Quốc Việt, Quận 7	107.142.129	1.067.376.942
1839	phố Yết Kiêu, Hà Đông	209.758.288	105.779.601
1840	Hương Lộ 3, Đường Tân Kỳ Tân Quý, Phường Bình Long, Quận Bình Tân, Thành phố Hồ Chí Minh	117.096.516	1.065.911.643
1841	Hùng Vương, Hồng Bàng, Hải Phòng	208.758.973	1.066.379.724
1842	đường Hùng Vương, Hồng Bàng, Hải Phòng	208.775.447	1.066.365.948
1843	đường Số 8 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.755.629	1.066.152.904
1844	đường số 18, Phường Linh Trung	108.637.527	1.067.911.698
1845	Tô Ký, CVPM Quang Trung, Tân Chánh Hiệp 35, Quận Tân Bình	10.852.994	1.066.267.839
1846	đường Số 18B, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	10.779.801	1.065.981.604
1847	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	108.255.432	1.066.844.184
1848	ô tô, ngõ 651 Minh Khai, gần Times City	210.035.002	1.058.695.619
1849	ngõ 651 Minh Khai, Quận Hai Bà Trưng	210.034.347	1.058.683.143
1850	Phú Đô	210.124.328	1.057.673.942
1851	đường Nguyễn Sỹ Sách, quận Tân Bình	108.194.362	1.066.347.737
1852			
1853	đường 17, Phường Linh Chiểu	108.635.106	1.067.874.953
1854	P.Trung Dũng, gần đường 30/4	109.502.343	1.068.214.646
1855	Luỹ Bán Bích, Đầm Sen Park, Quận Tân Phú	107.769.934	1.066.343.345
1856	Hẻm Xe Hơi Tránh Trung Tâm Quận 11	107.629.739	106.650.084
1857	Phạm Văn Hai, Quận 10, Tân Bình	107.945.549	1.066.632.715
1858	Bình Thới, giao với Minh Phụng	107.657.523	1.066.471.433
1859	đường Kha Vạn Cân, Phường Linh Chiểu, TP Thủ Đức	108.559.942	106.756.227
1860	Đào Tấn, Phường Ba Đình	198.007.497	1.057.802.602
1861	Đường Chính Hữu, Sơn Trà, Đà Nẵng	160.728.583	1.082.398.334
1862	Mỗ Lao, Hà Đông	209.833.749	1.057.835.348
1863	Văn Phú, Hà Đống, Cánh Tòa Victoria	209.619.409	1.057.685.991
1864	đường Quang Trung, Phường 8, Quận Gò Vấp	108.388.835	1.066.488.544
1865	đường Quang Trung, Phường 8, Quận Gò Vấp	108.388.835	1.066.488.544
1866	Đường Diệp Minh Châu, Quận Tân Phú	107.958.672	1.066.327.377
1867	Thị Trấn Văn Điển, Huyện Thanh Trì	209.493.584	1.058.444.419
1868	đường Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
1869	sân bay Biên Hòa	10.976.944	106.818.333
1870	ngõ Hoà Bình, Khâm Thiên, Quận Đống Đa	21.019.532	1.058.354.023
1871	đường Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú	107.958.672	1.066.327.377
1872	ương Lê Chân, Hải Phòng	208.345.046	1.066.831.336
1873	Diệp Minh Châu, ???		
1874	KĐT Văn Quán	209.741.262	1.057.894.045
1875	Thị trấn Văn Điển, huyện Thanh Trì	209.493.584	1.058.444.419
1876	Tân Sơn Nhì, Quận Tân Phú	107.997.882	106.630.604
1877	Quốc lộ 1A, Tân Chánh Hiệp	108.556.011	1.066.358.858
1878	đường số 49A, Tân Tạo	107.533.195	1.066.036.714
1879	đường số 49A, Tân Tạo	107.533.195	1.066.036.714
1880	đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.283.702	1.066.897.365
1881	False		
1882	đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh	108.089.584	1.066.861.357
1883	Hẻm Phan Đăng Lưu, Lê Trực, Vạn Kiếp, Phường 5, Quận Bình Thạnh	107.994.304	1.066.935.618
1884	Phước Bình, Global City		
1885	Hoàng Bật Đạt, Tân Bình	108.244.441	1.066.351.758
1886	P. Cửu Việt, KĐT 31ha	2.100.888	1.059.399.047
1887	Phan Xích Long	107.990.307	1.066.868.272
1888	đường Lý Văn Sâm, Phường Tam Hiệp, TP Biên Hòa, Tỉnh Đồng Nai	109.579.791	1.068.577.046
1889	Tân Bình, gần ngã tư Bảy Hiền, Lý Thường Kiệt	107.739.582	1.066.570.975
1890	đường Quang Trung, Phường 11, Quận Gò Vấp	108.358.112	1.066.608.026
1891	đường Hoàng Hoa Thám	210.419.911	1.058.205.621
1892	Hoàng Hoa Thám, Văn Cao	210.419.291	1.058.166.178
1893	Thành Phố Mới Bình Dương	113.254.024	106.477.017
1894	Thành Phố Mới Bình Dương	113.254.024	106.477.017
1895	Đỗ Xuân Hơp, Phước Long B, Tp. Thủ Đức	108.150.123	1.067.748.598
1896	Trần Phú, Hà Đông, Ngã Tư Sở	209.758.611	1.057.827.214
1897	Tân Bình	108.014.659	1.066.525.974
1898	Bình Trưng Tây, Quận 2	107.844.627	1.067.603.239
1899	132, Tổ 11, Khu phố Ba Đình, Thị trấn Nam Ban, Huyện Lâm Hà, Tỉnh Lâm Đồng, Thành Phố Đà Lạt	118.332.318	108.291.137
1900	132, Tổ 11, Khu phố Ba Đình, Thị trấn Nam Ban, Huyện Lâm Hà, Tỉnh Lâm Đồng, Thành Phố Đà Lạt	118.332.318	108.291.137
1901	Ngô Quyền, Hà Đông	209.707.942	1.057.663.373
1902	đường Trần VănƠn, Quận Tân Phú	108.000.759	1.066.302.092
1903	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
1904	DT 768, Quận Biên Hòa	109.775.184	1.068.002.303
1905	đường số 1, Bình An, Quận 2	107.935.216	1.067.308.195
1906	đường số 48, Bình Tân	107.521.739	106.598.328
1907	Ngay ngã tư Võ Văn Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh	107.530.981	1.066.560.593
1908	đường 20, Hiệp Bình Chánh	1.082.678	1.067.216.118
1909	Trịnh Đình Cửu, Định Công	209.808.916	105.835.024
1910	ô chợ dừa	210.200.535	1.058.246.266
1911	phố Khương Trung	209.968.809	1.058.179.701
1912	đường số 6, khu Thăng Long Tên Lửa		
1913	Trần Văn Ốn, Phường xxx, Quận Tân Phú	108.000.759	1.066.302.092
1914	Đường Thạch Sơn, TT Sapa	223.363.421	1.038.468.584
1915	Đường Thạch Sơn, TT Sapa	223.363.421	1.038.468.584
1916	Ốc 13, Phường Tam Hiệp, Quận Biên Hòa, Đồng Nai	10.953.764	1.068.571.626
1917	44M-7,5M, Than Xuân	209.959.819	1.058.097.244
1918	đường Hồng Lạc, Phường Tân Bình	107.874.728	1.066.470.841
1919	Hẻm Xe Hơi, CMT8, Quận 3	107.794.704	106.678.543
1920	đường Ngọc Thụy, Long Biên	21.056.113	1.058.658.504
1921	Tô Ngọc Vân, quận Thủ Đức	108.614.033	1.067.450.855
1922	Chợ Khâm Thiên, Đống Đa	210.159.144	1.058.378.302
1923	Linh Quang, Đống Đa	210.220.242	1.058.382.035
1924	Phan Xích Long, Quận Phú Nhuận	107.992.012	106.686.424
1925	Khâm Thiên, Quận Đống Đa	21.019.454	1.058.385.705
1926	Khâm Thiên, Đống Đa	21.019.454	1.058.385.705
1927	Lê Văn Việt, Tăng Nhơn Phú A, Quận 9	108.458.281	1.067.959.985
1928	92 Đào Tấn, phố Phan Kế Bính, Ba Đình	210.348.708	1.058.103.439
1929	Đường Số 10, Phường Hiệp Bình Chánh, Thành phố Thủ Đức	108.405.308	1.067.248.418
1930	Cách Mạng Tháng 8, Phườngbildung		
1931	False		
1932	Tăng Nhơn Phú, TP. Thủ Đức	108.409.534	10.679.719
1933	Phường 11, Quận Bình Thạnh	108.180.045	1.066.954.544
1934	Phường 11, Quận Bình Thạnh	108.180.045	1.066.954.544
1935	đường Phan Văn Trị, Phường 5, Quận Gò Vấp, Tp HCM	108.256.696	1.066.900.101
1936	đường Phúc Đồng, Quận Long Biên	210.410.303	1.058.903.474
1937	Số 8, Phường 13, Quận 10	107.792.565	1.066.696.593
1938	đường số 4, bên cạnh Đặng Văn Bi, Nhà máy Sữa Thống Nhất, wards Linh Thới, Linh Trung, Linh Chiểu, Bình Thọ	10.840.187	1.067.645.688
1939	Trước 12, Quận Bình Thạnh	108.105.831	1.067.091.422
1940	Chợ Khâm Thiên, Quận .	210.159.144	1.058.378.302
1941	đường Văn Hương	20.605.431	1.058.719.772
1942	đường Đội Cấn, phường Ngọc Hà, quận Ba Đình, Hà Nội	210.350.944	1.058.233.423
1943	đường 14 F.5, Quận Gò Vấp	108.416.801	1.066.474.927
1944	đường 14 F.5, Phường Gò Vấp	108.230.218	1.066.847.675
1945	đường Hồ Học Lãm, Phường Nam Hùng Vương	107.269.577	1.066.107.682
1946	MT đường gần chợ Hiệp Bình, Giga Mall	108.276.003	1.067.212.132
1947	Nguyễn Khánh Toàn, Cầu Giấy	210.377.412	1.058.008.204
1948	Hà Cầu, Hà Đông	209.636.429	1.057.776.653
1949	Ngọc Thụy, Long Biên	210.588.582	1.058.583.873
1950	ngõ 66 Ngọc Thuỵ, Long Biên	210.495.398	1.058.665.922
1951	đường Lê Định, Quận Bình Tân	107.652.581	1.066.038.535
1952	Ngõ 30, Tả Thanh Oai, Quận Thanh Trì	209.414.376	1.058.077.813
1953	Khu 918 Phúc Đồng, Phường Phúc Đồng, Quận Long Biên	210.353.381	1.058.997.302
1954	khu 918 Phúc Đồng, Long Biên	210.353.381	1.058.997.302
1955	hẻm ô tô Kỳ Đồng, Phường 9, Quận 3	107.824.188	1.066.820.667
1956	Tựu Liệt, Thanh Trì	209.551.938	1.058.363.687
1957	đường Bạch Đằng	108.146.836	1.066.719.836
1958	Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh	107.933.763	1.067.182.627
1959	HSX Tây Hòa		
1960	đường Nơ Trang Long, Phường Bình Thạnh	108.146.132	1.066.978.649
1961	Lê Văn Lương, Nguyễn Hữu Thọ, Quận 7	107.300.587	1.067.003.372
1962	Huỳnh Tấn Phát, Nhà Bè	106.968.055	1.067.394.637
1963	Nguyễn Khánh Toàn, Cầu	210.377.412	1.058.008.204
1964	đường Hồ Bá Phấn, ngay ngã tư MK	10.822.335	1.067.611.367
1965	Hồ Học Lâm, An Lạc, Bình Tân	107.226.725	1.066.107.174
1966	Trần Cao Vân, Phường 12, Quận Phú Nhuận	107.926.125	1.066.771.956
1967	đường Đông Trạch, huyện Thanh trì	20.923.209	1.058.678.117
1968	Thuỵ Khuê	21.046.133	1.058.246.266
1969	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
1970	Long Biên	210.186.765	105.884.813
1971	Hồng Lạc, Quận Tân Bình	107.874.728	1.066.470.841
1972	Phố Khương Trung, Quận Thanh Xuân	209.996.942	1.058.209.239
1973	Võ Thị Sáu, Hai Bà Trưng	210.058.026	1.058.549.049
1974	phố Thái Hà	210.129.882	105.820.014
1975	Mặt Tiềntensor, Đ.Số 10, Phường Phú Lâm, Quận 6	107.480.929	1.066.352.362
1976	TT Quận 6, Khu phố Phú Lâm B, đường số 10, gần mặt tiền Bà Hom, chợ Phú Lâm	107.550.621	1.066.311.919
1977	KDC Nam Hùng Vương, An Lạc	107.256.238	106.611.054
1978	Hương Lộ 2, Lê Văn Quới, Bình Trị Đông A, Bình Tân	107.736.605	106.621.214
1979	Mặt ngõ Đội Cấn	210.353.698	1.058.192.143
1980	Văn Hội, Quận Từ Liêm		
1981	Nguyễn Đình Hoàn, Cầu Giấy	2.104.307	1.058.053.139
1982	Nguyễn Đình Hoàn, Cầu Giấy	2.104.307	1.058.053.139
1983	Hẻm ô tô đỗ cửa Trường Chinh, gần Khu Bàu Cát	107.918.013	1.066.439.464
1984	Trung tâm Phường 5, Phú Nhuận	108.114.783	1.066.868.635
1985	đường 11, Phường Linh Xuân, TP Thủ Đức	108.863.757	1.067.681.962
1986	Hồàng Quốc Việt		
1987	đường số 8, Linh Xuân, Thủ Đức	108.788.084	1.067.750.404
1988	Lê Trọng Tấn, Thanh Xuân, Hà Nội	20.993.927	1.058.314.531
1989	Lê Trọng Tấn, Thanh Xuân	20.993.927	1.058.314.531
1990	đường Lê Trọng Tấn, quận Thanh Xuân, Hà Nội	20.993.927	1.058.314.531
1991	đường Phường Trường Thạnh, Quận 9	108.117.526	1.068.325.872
1992	Đỗ Xuân Hợp, Dương Đình Hội	108.167.155	1.067.742.519
1993	Kim Giang, Thanh Tri	209.828.413	1.058.121.513
1994	đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức	108.439.717	106.762.358
1995	đường Đặng Văn Bí, Phường Trường Thọ	108.439.717	106.762.358
1996	Phường Bình Thọ	108.467.644	1.067.662.221
1997	đường Nguyễn Trãi, Phường Thanh Xuân	108.834.303	1.066.703.963
1998	Phan Huy Ích		
1999	ngõ 112, Đường Ỷ La, Hà Đông	209.745.376	1.057.452.185
2000	Cư Xá Phú Lâm B, Quận 6	107.528.168	1.066.289.434
2001	Hương Lộ 2, Bình Tân	107.670.756	1.066.075.906
2002	Trần Quốc Toản		
2003	đường số 8, Phường Linh Xuân, TP Thủ Đức	108.788.084	1.067.750.404
2004	đường Định Công Thượng, Quận Hoàng Mai	209.826.822	1.058.209.967
2005	Huỳnh Văn Nghệ, Phan Huy Ích	108.323.622	1.066.339.218
2006	Trung Tâm Linh Trung, TP Thủ Đức	108.637.312	1.067.794.935
2007	Trung tâm Linh Trung, Thủ Đức	108.637.312	1.067.794.935
2008	đường Phạm Văn Chiêu, Gò Vấp	108.514.505	1.066.561.018
2009	Tân Mai, Quận Hoàng Mai	20.983.687	105.848.156
2010	Giáp Nhất, Thanh Xuân, Hà Nội	21.005.389	1.058.162.083
2011	Kết Quang Dũng		
2012	Đường Đỗ Xuân Hợp, Phường 9, Quận	108.141.275	1.067.751.935
2013	Hà Huy Tập, Gia Lâm	210.858.175	1.059.177.869
2014	Hà Huy Tập, Gia Lâm	210.858.175	1.059.177.869
2015	Tân Hương, Tân Phú	107.900.436	1.066.222.343
2016	Hàng xóm KĐT Tây Nam Linh Đàm, Gần chợ Bằng Liệt, Hồ Linh Đàm	209.646	1.058.203.123
2017	đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú	107.986.223	1.066.317.749
2018	đường số 51, Phường 14, Quận Gò Vấp	10.845.846	106.643.129
2019	Trung tâm Phường 3, Quận Bình Thạnh	107.990.535	1.066.953.093
2020	Phố Hoàng Mai, gần hồ Đền Lừ	209.882.599	1.058.563.602
2021	hẻm 1 sẹc Phạm Huy Thông, Phường 7, Quận Gò Vấp	108.337.944	1.066.825.091
2022	phố Quan Nhân, phường Nhân Chính, Quận Thanh Xuân, Hà Nội	210.034.012	1.058.110.263
2023	Mã Lò, Gò Xoài, Lê Văn Quới, Bình Hưng Hòa A, Bình Tân	107.764.285	1.066.023.539
2024	quận Thanh Xuân	209.959.819	1.058.097.244
2025	Xuân La	210.596.756	1.058.040.796
2026	đường Nguyễn Bặc, Phường 3, Quận Tân Bình	107.944.664	106.662.427
2027	Nguyễn Tử Nha, Phường 12, Quận Tân Bình	107.938.948	106.649.589
2028	đường Quang Trung, Phường 08, Quận Gò Vấp	108.372.182	1.066.554.915
2029	Nguyễn Sơn, Nguyễn Văn Cừ	210.415.675	1.058.695.733
2030	phố Xã Đàn, Đống Đa	210.129.017	1.058.355.017
2031	đường Tân Phước Khánh, TP. Tân Uyên, Bình Dương	110.058.551	1.067.218.823
2032	TP Thủ Đức, Quận 2 cũ	108.494.094	1.067.537.055
2033	đường Lê Hồng Phong, Phường 2, Quận 10	107.624.084	1.066.763.705
2034	Bạch Đằng, Phường 15, Quận Bình Thạnh	108.032.549	1.067.047.781
2035	đường Mai Hắc Đế, gần cầu Rồng, cầu Tình yêu, chợ đêm Sơn Trà, trung tâm mua sắm Vincom Plaza, chợ Hà Thân	160.649.429	1.082.314.038
2036	Chu Văn An, Phường 12, Quận Bình Thạnh	108.109.464	1.067.019.597
2037	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	108.255.432	1.066.844.184
2038	đường Phan Văn Trị, Phường 11, Quận Bình Thạnh	108.159.197	1.066.952.001
2039	đường Bắc Lân, thôn 22, xã Bà Điểm	108.554.098	106.599.171
2040	Văn Quán	218.628.802	1.065.377.839
2041	Tăng Nhơn Phú B, TP. Thủ Đức	108.307.175	1.067.853.922
2042	Bàu Cát, phường 10, Quận Tân Bình	107.918.013	1.066.439.464
2043	khu Phước Bình, gần Đại học Cao Đẳng	117.970.508	1.069.653.756
2044	Khu Phước Bình	117.970.508	1.069.653.756
2045	P.15, Quận 4	107.540.075	1.067.079.845
2046	Nguyễn Văn Quy, Quận 7	107.404.473	1.067.362.074
2047	đường Tôn Đản, Phường 15, Quận 4	107.559.775	1.067.059.985
2048	Văn Quán	218.628.802	1.065.377.839
2049	Nguyễn Trái, Hà Động	209.699.557	1.057.798.664
2050	đường Thế Lữ, Phường Hồng Bàng, Thành phố Hải Phòng	208.581.226	1.066.745.848
2051	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
2052	Trần Văn Quang, Phường Tân Bình	10.779.581	1.066.471.074
2053	Lê Định Dương, Hải Châu, Đà Nẵng	160.615.001	108.220.034
2054	Lã Xuân Oai, chợ Tăng Nhơn Phú A, Lê Văn Việt	108.443.402	1.067.878.066
2055	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2056	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2057	đường số 9 (Lê Văn Thọ), Phường 9, Quận Gò Vấp	108.443.429	1.066.571.048
2058	đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú	107.881.471	1.066.297.747
2059	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2060	Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận	107.996.351	1.066.737.125
2061	đường Trường Chinh, Phường Đống Đa	213.063.049	1.056.031.342
2062	Bàu Cát, Quận Tân Phú	107.900.517	1.066.281.901
2063	Lạc Long Quân, Phường 10, Quận Tân Bình	107.808.805	1.066.500.274
2064	Mỗ Lao	209.833.749	1.057.835.348
2065	Phố Quan Nhân, phường Nhân Chính, quận Thanh Xuân, Hà Nội	210.034.012	1.058.110.263
2066	Phạm Văn Hai, Bình Chánh	108.148.999	106.528.946
2067	đường 19, khu phố 4, Phường Linh Chiểu, TP. Thủ Đức	10.839.051	1.067.680.462
2068	phố Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân	209.967.281	1.058.252.771
2069	phố Hoàng Văn Thái, phường Khương Mai	209.967.281	1.058.252.771
2070	đường Trường Chinh, quận Đống Đa	210.002.252	1.058.309.453
2071	đường Trường Chinh, quận Đống Đa	210.002.252	1.058.309.453
2072	Khu Tái Định Cư Bửu Long, Thành phố Biên Hòa	109.579.628	1.068.051.526
2073	La Thành		
2074	Lũy Bán Bích, Quận Tân Phú	107.766.943	1.066.341.303
2075	Hẻm Lạc Long Quân, Quận 11	107.697.718	1.066.445.408
2076	đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thành phố Thủ Đức	108.308.291	1.067.242.088
2077	đường Nguyễn Súy, phường Gò Dầu	110.887.527	1.062.669.247
2078	Hẻm 1, Tân Thành, Quận 10	107.930.307	1.066.311.926
2079	Phường 12, Quận Hiệp Thành	108.825.023	1.066.379.724
2080	đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sa Pa, tỉnh Lào Cai	223.407.143	1.038.407.273
2081	Quang Trung, Phường 11, Quận Gò Vấp	108.358.112	1.066.608.026
2082	Ngã tư 3/2 + Cao Thắng, Quận 10	107.714.043	106.681.117
2083	đường Kha Vạn Cân, Quận Thủ Đức	108.394.902	1.067.377.281
2084	Đặng Văn Bi, Trường Thọ, Quận Thủ Đức	108.439.717	106.762.358
2085	đường Minh Khai, phường Hồng Bàng, Hải Phòng	208.615.884	1.066.851.329
2086	Tam Bạc, Hồng Bàng, Hải Phòng	20.857.431	1.066.750.682
2087	đường Liên Hoa, Vĩnh Ngọc	12.270.752	1.091.594.323
2088	đường Nguyễn Lâm, Phường 7, Quận Phú Nhuận	108.003.172	1.066.924.832
2089	Đoàn Phú Hữu	107.890.603	1.068.001.396
2090	đường số, Phường Tăng Nhơn Phú, Quận 9		
2091	đường Cầu Dứa, Phường Vĩnh Ngọc, Nha Trang	122.550.167	1.091.630.234
2092	Vạn Phúc City, Thủ Đức	108.403.244	1.067.160.982
2093	Lương Định Của, Vĩnh Điềm Trung	122.673.466	1.091.532.747
2094	Trâu Quỳ	210.078.386	1.059.376.756
2095	đường Trần Văn Quang, Phường 10, Quận Tân Bình	10.779.581	1.066.471.074
2096	Quang Trung, Phường 11, Quận Gò Vấp	108.358.112	1.066.608.026
2097	Lạc Long Quân, Tân Bình	107.794.947	1.066.498.878
2098	đường Trâu Quỳ, Gia Lâm	210.057.716	1.059.373.825
2099	số 123,...		
2100	Đặng Văn Bi, Trường Thọ, Tp. Đống Đa	10.832.358	1.067.559.004
2101	Đặng Văn Bi, Trường Thọ	108.439.717	106.762.358
2102	Ấp Chánh 2, Tân Xuân	108.724.925	1.065.992.517
2103	Ngã tư Huỳnh Văn Nghệ, Đất Tái Định Cư Bửu Long Mở Rộng	109.608.609	10.679.719
2104	Bàu Cát, Quận Tân Bình	107.918.013	1.066.439.464
2105	Trường Chinh, Quận Tân Bình	108.076.158	1.066.348.442
2106	na		
2107	đường số 31, Phường Linh Đông, TP. Thủ Đức	108.569.431	1.067.469.033
2108	Trường Chinh, Quận Tân Bình	108.076.158	1.066.348.442
2109	đường Bùi Xương Trạch, phường Thanh Xuân	108.834.303	1.066.703.963
2110	đường Bùi Xương Trạch, Phường Thanh Xuân	108.834.303	1.066.703.963
2111	phố Tô Hiến Thành	210.133.684	1.058.491.251
2112	Ngõ to rộng đường ô tô, đường Cầu Giấy, Hanoi	210.310.189	1.058.005.075
2113	đường Thái Hà, gần ĐH Thủy Lợi, ĐH Công Đoàn, HV Ngân Hàng, Vincom Phạm Ngọc Thạch, Nhà thờ Thái Hà	210.091.264	1.058.288.132
2114	Lạc Long Quân, Quận Tân Bình	107.794.947	1.066.498.878
2115	Tân Hương, Phường Tân Phú		
2116	Thoái Ngọc Hậu, Tân Phú	10.779.357	106.631.884
2117	Ni Sư Huỳnh Liên, khu Bàu Cát	107.918.013	1.066.439.464
2118	Tân Lập 1, Hiệp Phú, Quận 9	108.484.219	1.067.769.278
2119	đường Tân Lập 1, Phường Hiệp Phú, Quận 9	108.484.219	1.067.769.278
2120	Dương Đình Hội, ...	108.228.086	1.067.802.545
2121	Thành phố mới, Bình Dương	113.254.024	106.477.017
2122	phố Lò Đúc	210.135.602	1.058.577.001
2123	đường 1 trục		
2124	đường 1 trục thông ra Đình Phong Phú, Lê Văn Việt	108.444.756	1.067.812.532
2125	đường 1 trục thông ra Đình Phong Phú, Lê Văn Việt	108.444.756	1.067.812.532
2126	đường Phú Nông, Nha Trang	122.644.824	1.091.657.439
2127	đường Oto Xuân Lạc, Vĩnh Ngọc	122.750.016	1.091.603.543
2128	đường Bắc Lân, 22/1, yerleş phố		
2129	Ðường NAQ, Phường Tân Phong, Thị xã Biên Hòa, Đồng Nai	109.571.103	1.068.294.884
2130	đường NAQ, Phường Tân Phong, Biên Hòa, Đồng Nai	109.571.103	1.068.294.884
2131	đường Nguyễn Ái Quốc, Hố Nai	109.239.845	1.068.049.789
2132	ngõ Văn Quán, Quận ???	218.628.802	1.065.377.839
2133	Mỗ Lao, Quận ???	209.833.749	1.057.835.348
2134	hẻm 3m, Mễ Cốc, Phường 15, Quận 8	10.723.016	106.630.768
2135	Tam Trinh, Hoàng Mai	20.980.702	1.058.644.411
2136	Văn Quán, Hà Đông	209.796.446	1.057.923.394
2137	Hoàng Quốc Việt, Quận Cầu Giấy, Hà Nội	210.460.525	105.793.266
2138	Hoàng Quốc Việt, Trung Tâm Quận Cầu Giấy, Hà Nội	210.460.525	105.793.266
2139	Gò Dầu, ngã tư Tân Sơn Nhì	107.997.882	106.630.604
2140	phố Hồng Tiến, Long Biên	210.391.667	1.058.754.569
2141	đường Bạch Vân, Phường 5, Quận 5	107.516.265	1.066.753.015
2142	đường Âu Dương Lân, Phường 3, Quận 8	107.441.825	1.066.839.545
2143	đường số 26, Phường Linh Đông, Quận Thủ Đức	108.485.229	1.067.453.072
2144	đường số 26, Phường Linh Đông, Quận Thủ Đức	108.485.229	1.067.453.072
2145	Tây Bắc	216.469.663	103.914.399
2146	Lạc Long Quân, Phường Tân Bình	115.190.638	1.068.856.933
2147	Tô Hiệu, Quận Tân Phú	107.691.501	1.066.269.722
2148	đường Yên Thường, Liên Đàm, Gia Lâm	211.114.267	1.059.108.753
2149	đường Âu Cơ, Phường Tân Bình	107.849.578	1.066.420.539
2150	Hạnh Thông Tây, Phường 11, Quận Gò Vấp	108.356.277	1.066.586.431
2151	HOÀ BÌNH, TÂN PHÚ	107.701.883	1.066.319.717
2152	Phan Văn Trường, Cầu Giấy	210.390.913	1.057.860.958
2153	Nguyễn Cư Đàm, Quận Tân Phú	107.900.517	1.066.281.901
2154	đường Cống Lở	108.265.968	1.066.358.376
2155	Nguyễn Thị Định, Đường Đồng Văn Cống	107.699.255	1.067.753.842
2156	đường Quán Nam, phố Lê Chân, Hải Phòng	208.335.988	106.692.461
2157	Phố đi bộ, phố ẩm thực, phố hoa Hữu Nghị, Khu vui chơi trẻ em, Centa City Vsip Từ Sơn	211.188.332	1.059.597.843
2158	phố đi bộ An Thượng		
2159	Phố Tây Đi Bộ, sát biển Mỹ Khê		
2160	đường Nguyễn Đình Khơi, Phường 4, Quận Tân Bình	107.949.195	1.066.573.677
2161	đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, TP. Thủ Đức	107.789.576	1.067.613.866
2162	Bạch Đằng, 30 tháng 2, Sông Hàn, Đà Nẵng	160.613.848	1.082.240.675
2163	Trung tâm Thành phố		
2164	Cầu Sông Hàn	160.721.178	108.226.847
2165	chợ Hạnh Thông Tây, Phường 11, Quận Gò Vấp	108.349.841	1.066.582.322
2166	Đê La Thành, Đồng Đa	210.237.416	1.058.174.236
2167	phố Ngọc Lâm, Quận Long Biên	210.483.649	1.058.746.166
2168	đường Trương Công Định, Phường Trường Chinh, Quận Tân Bình	107.959.565	1.066.409.346
2169	đường Dân Lập, Lê Chân, Hải Phòng	208.383.131	1.066.871.216
2170	Phan Đăng Lưu, Phường 3, Phú Nhuận	108.017.818	1.066.830.914
2171	Ðồng Đen, Phường 14, Quận Tân Bình	10.791.432	1.066.437.939
