	Address1	Latitude	Longitude
1764	Đường Hoàng Diệu, p10, Phú Nhuận	107.959.019	106.671.056
1765	Nguyễn Trãi, Vũ Trọng Phụng, phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội	209.965.819	1.058.103.547
1766	Xô Viết Nghệ Tỉnh	192.342.489	1.049.200.365
1767	ngõ thông sang chùa Láng	210.235.819	1.058.051.698
1768	đường Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận	107.955.541	1.066.755.032
1769	Bùi Quang Là, Gò Vấp	108.351.606	1.066.394.244
1770	Bùi Quang Là, Gò Vấp	108.351.606	1.066.394.244
1771	Khu đô thị Vsip Từ Sơn, Bắc Ninh	210.785.932	1.059.684.556
1772	Nguyễn Đức Cảnh, Lê Chân, Hải Phòng	208.503.454	1.066.659.534
1773	Kha Vạn Cân		
1774	đường số 36 hiệp bình chánh thủ đức	108.414.688	106.733.139
1775	đường số 11 phường trường thọ thủ đức	108.404.825	1.067.538.624
1776	Hà Nội	210.277.644	1.058.341.598
1777	Hà Nội	210.277.644	1.058.341.598
1778	Hà Nội	210.277.644	1.058.341.598
1779	Lê Quang Định		
1780	Phố hái, Sapa	223.363.608	1.038.437.852
1781	Đường Tân Hòa Đông, Quận 6	10.759.585	1.066.284.508
1782	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1783	Long Biên	210.186.765	105.884.813
1784	An Dương Vương , phường 2, Đà Lạt	119.526.152	1.084.356.695
1785	Đường 475 Phước Long B Quận 9 Cũ,	108.189.144	1.067.753.194
1786	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1787	Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, TP HCM	108.439.717	106.762.358
1788	Đường Phan Tứ, Mỹ An, Ngũ Hành Sơn, Đà Nẵng	160.460.486	1.082.444.253
1789	Phùng Tá Chu, Quận 6	107.480.929	1.066.352.362
1790	Phố Quan Nhân	210.034.012	1.058.110.263
1791	Võ Văn Kiệt, Aeon Bình Tân	107.427.497	1.066.119.309
1792	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1793	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1794	Chùa Láng, Đống Đa	210.235.928	1.058.053.684
1795	Vườn Lài, Quận Tân Bình	108.014.659	1.066.525.974
1796	Nguyễn Văn Cừ, Long Biên	210.464.835	1.058.773.208
1797	Đường DA2 ,Tổ 12 ,Khu Phố 4 ,Phường Thới Hòa ,Bến Cát ,Bình Dương	111.324.711	1.066.087.061
1798	Hồng Tiến-Bồ Đề	21.039.005	1.058.756.334
1799	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1800	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1801	 Ngay Bv ÂU CƠ, Phường Tân Biên	109.627.796	1.068.871.951
1802	Lê Văn Sỹ, Phường Phú Nhuận	107.299.898	1.067.426.687
1803	Phường8, Nguyễn Thị Huỳnh	107.962.247	1.066.753.725
1804	nguyên sinh cung, Lầm Hoằng	164.790.393	1.075.958.265
1805	Lê Ngô Cát, đường Thanh Hải	16.436.309	1.075.724.058
1806	nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh	107.958.474	1.067.068.493
1807	kiệt Nguyễn Sinh Cung, Lầm Hoằng	164.790.393	1.075.958.265
1808	Phố, Quận Hai Bà Trưng	210.090.571	1.058.607.507
1809	Phố kinh doanh, trung tâm Hai Bà Trưng		
1810	Trang Quan, An Đồng, An Dương, Hải Phòng	208.508.856	1.066.540.156
1811	đường Nguyễn Văn Cừ	107.593.479	1.066.840.928
1812	quận 10	107.745.965	1.066.679.542
1813	Hẻm Quang Trung, Phường 14, Quận Gò Vấp	108.421.654	1.066.433.752
1814	Nguyễn Thái Sơn, Lê Quang Định, Phường 4, Quận Gò Vấp	108.179.224	1.066.892.094
1815	Hai Bà Trưng		
1816	Đường 339 Phước Long B Quận 9	10.823.796	1.067.753.041
1817	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1818	Huỳnh Tấn Phát		
1819	Hồ Đền Lừ, Hoàng Văn Thụ	209.849.274	1.058.550.843
1820	Lý Thánh Tông, Phường Tân Thới Hoà, Quận Tân Phú	107.668.763	1.066.274.134
1821	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1822	Phố Nguyễn Ngọc Vũ, Quận Cầu Giấy	210.115.524	1.058.087.333
1823	Đỗ Xuân Hợp, Phước Long B, Tp. Thủ Đức , HCM	108.150.123	1.067.748.598
1824	Tư Đình, Long Biên, Hà Nội	210.265.735	1.058.855.471
1825	Nguyễn Văn Cừ		
1826	Lê Duy Nhuận, phường 12, quận Tân Bình	107.971.716	1.066.483.109
1827	Lương Thế Vinh		
1828	Nguyễn Tư Giản Phường 12 Gò Vấp	108.326.748	1.066.385.553
1829	đường Bạch Đằng, Phường 15, Quận Bình Thạnh	108.032.549	1.067.047.781
1830	Trường Chinh, P.14, Tân Bình	107.992.523	1.066.414.665
1831	Hạ Đình, Thanh Xuân	209.866.719	1.058.099.499
1832	La Thành		
1833	Nguyễn Tư Giản, phường 12, quận Gò Vấp, Tp HCM	108.326.748	1.066.385.553
1834	đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận	108.002.045	1.066.813.247
1835	an hòa, biên hòa	108.831.245	1.068.709.404
1836	đường Tô Vĩnh Diện, Quận Thanh Xuân	209.996.942	1.058.209.239
1837	Đường số 9 linh tây thủ đức	108.602.356	1.067.568.433
1838	Hoàng Quốc Việt		
1839	Yết Kiêu Hà Đông	2.097.458	1.057.769.317
1840	Hương Lộ 3, Bình Hưng Hòa, Bình Tân	107.987.166	1.066.125.495
1841	Hùng Vương, Hồng Bàng, Hải Phòng	208.758.973	1.066.379.724
1842	Hùng Vương, Hồng Bàng, Hải Phòng	208.758.973	1.066.379.724
1843	đường Số 8 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.755.629	1.066.152.904
1844	Đường Số 18, Phường Linh Trung, Quận Thủ Đức, TP HCM	108.637.527	1.067.911.698
1845	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1846	đường Số 18B, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	10.779.801	1.065.981.604
1847	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	108.255.432	1.066.844.184
1848	ô tô, ngõ 651 Minh Khai, gần Times City	210.035.002	1.058.695.619
1849	ngõ 651 Minh Khai, Quận Hai Bà Trưng	210.034.347	1.058.683.143
1850	Đại Mỗ- Nam Từ Liêm- Hà Nội	209.898.009	1.057.615.252
1851	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1852			
1853	Đường Số 17, Phường Linh Chiểu, Quận Thủ Đức, TP HCM	108.557.715	106.761.472
1854	P.Trung Dũng, gần đường 30/4	109.502.343	1.068.214.646
1855	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1856	Hẻm Xe Hơi Tránh Trung Tâm Quận 11	107.629.739	106.650.084
1857	Phạm Văn Hai, Quận 10, Tân Bình	107.945.549	1.066.632.715
1858	Bình Thới, giao với Minh Phụng	107.657.523	1.066.471.433
1859	Đường Kha Vạn Cân, Phường Linh Chiểu, Quận Thủ Đức, TP HCM	108.579.948	1.067.581.667
1860	ĐÀO TẤN		
1861	Đường Chình Hữu, Sơn Trà, Đà Nẵng	160.728.583	1.082.398.334
1862	Quận Hà Đông, Hà Nội	20.955.835	1.057.563.658
1863	Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội	209.619.409	1.057.685.991
1864	ĐƯỜNG SỐ 19 (QUANG TRUNG), P.8, GÒ VẤP	10.837.434	1.066.543.415
1865	ĐƯỜNG SỐ 19 (QUANG TRUNG), P.8, GÒ VẤP	10.837.434	1.066.543.415
1866	Đường Diệp Minh Châu, Quận Tân Phú	107.958.672	1.066.327.377
1867	Thị Trấn Văn Điển, Huyện Thanh Trì	209.493.584	1.058.444.419
1868	đường Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
1869	bửu long	109.586.438	1.068.053.993
1870	ngõ Hoà Bình, Khâm Thiên, Quận Đống Đa	21.019.532	1.058.354.023
1871	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
1872	Nguyễn Tất Tố, Lê Chân, Hải Phòng	208.319.364	1.066.890.772
1873	Tân Sơn Nhì, Tân Phú	107.997.882	106.630.604
1874	Yên Phúc Hà Đông	209.703.841	1.057.868.365
1875	Tứ Hiệp, Thanh Trì	209.461.418	1.058.554.513
1876	Tân Sơn Nhì, Quận Tân Phú	107.997.882	106.630.604
1877	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1878	đường số 49A, Tân Tạo	107.533.195	1.066.036.714
1879	đường số 49A, Tân Tạo	107.533.195	1.066.036.714
1880	đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp	108.283.702	1.066.897.365
1881	False		
1882	đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh	108.089.584	1.066.861.357
1883	Hẻm Phan Đăng Lưu, Lê Trực, Vạn Kiếp, Phường 5, Quận Bình Thạnh	108.033.131	106.690.891
1884	Phước Bình , Tp. Thủ Đức	108.139.196	1.067.691.712
1885	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1886	Phố Cửu Việt, Trâu Quỳ, Gia Lâm, Hà Nội	210.134.482	1.059.393.488
1887	Nguyễn Công Hoan		
1888	đường Lý Văn Sâm, P Tam Hiệp	109.454.645	1.068.583.373
1889	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1890	Quang Trung		
1891	đường Hoàng Hoa Thám	210.419.911	1.058.205.621
1892	Hoàng Hoa Thám, Ba Đình, Hà Nội	210.419.911	1.058.205.621
1893	Bến Đồn, Hòa Lợi, Bến Cát	111.155.904	1.066.643.155
1894	Bến Đồn, Hòa Lợi, Bến Cát	111.155.904	1.066.643.155
1895	Đỗ Xuân Hợp , Phước Long B, Tp. Thủ Đức	108.150.123	1.067.748.598
1896	Quận Hà Đông, Hà Nội	20.955.835	1.057.563.658
1897	Tân Bình	108.014.659	1.066.525.974
1898	Nguyễn Tuyển , Bình Trưng Tây , TP. Thủ Đức	107.856.941	1.067.647.187
1899	Đức Trọng, Lâm Đồng, Đà Lạt	119.404.192	1.084.583.132
1900	Đức Trọng, Lâm Đồng, Đà Lạt	119.404.192	1.084.583.132
1901	Quận Hà Đông, Hà Nội	20.955.835	1.057.563.658
1902	đường Trần VănƠn, Quận Tân Phú	108.000.759	1.066.302.092
1903	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
1904	BỬU LONG	109.586.438	1.068.053.993
1905	Quận 2, Hồ Chí Minh	107.935.216	1.067.308.195
1906	đường số 48, Bình Tân	107.521.739	106.598.328
1907	Ngay ngã tư Võ Văn Kiệt, Phường 15, Quận 11, Thành phố Hồ Chí Minh	107.530.981	1.066.560.593
1908	Kế TTTM Gigamall Phạm Văn Đồng, phường Hiệp Bình Chánh, Tp.Thủ Đức	108.287.025	1.067.225.721
1909	Quận Hoàng Mai, Hà Nội	209.836.984	1.058.636.257
1910	Đống Đa, Hà Nội	210.180.725	1.058.299.495
1911	Thanh xuân, Hà Nội	209.959.819	1.058.097.244
1912	đường số 6, khu Thăng Long Tên Lửa		
1913	Trần Văn Ốn, Phường xxx, Quận Tân Phú	108.000.759	1.066.302.092
1914	Thạch Sơn, TT Sapa	223.363.421	1.038.468.584
1915	Thạch Sơn, TT Sapa	223.363.421	1.038.468.584
1916	Ốc 13, Phường Tam Hiệp, Quận Biên Hòa, Đồng Nai	10.953.764	1.068.571.626
1917	44M-7,5M, Than Xuân	209.959.819	1.058.097.244
1918	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1919	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1920	Long Biên	210.186.765	105.884.813
1921	tô ngọc vân		
1922	Chợ Khâm Thiên, Đống Đa	210.159.144	1.058.378.302
1923	Hà Nội	210.277.644	1.058.341.598
1924	Nguyễn Công Hoan		
1925	Hà Nội	210.277.644	1.058.341.598
1926	Hà Nội	210.277.644	1.058.341.598
1927	Lê Văn Việt , Tăng Nhơn Phú A	108.458.281	1.067.959.985
1928	ĐÀO TẤN		
1929	Đường Số 10, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP HCM	108.405.308	1.067.248.418
1930	Cách Mạng Tháng 8, Tân BÌnh, tp HCM, - Dự án -	107.858.803	1.066.664.895
1931	False		
1932	Tăng Nhơn Phú , P. Tăng Nhơn Phú B, Tp. Thủ Đức	108.317.581	106.776.557
1933	Hẻm 26 Trần Quý Cáp Phường 11 Quận Bình Thạnh TP.HCM	10.817.109	1.066.968.074
1934	Hẻm 26 Trần Quý Cáp Phường 11 Quận Bình Thạnh TP.HCM	10.817.109	1.066.968.074
1935	Đường Phan Văn Trị, Phường 05, Quận Gò Vấp, TP HCM	108.288.265	1.066.836.026
1936	Long Biên	210.186.765	105.884.813
1937	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1938	Đường số 4, Trường Thọ, Thủ Đức	10.838.198	1.067.611.803
1939	Trước 12, Quận Bình Thạnh	108.105.831	1.067.091.422
1940	Chợ Khâm Thiên, Quận .	210.159.144	1.058.378.302
1941	đường Văn Hương	20.605.431	1.058.719.772
1942	đường Đội Cấn, phường Ngọc Hà, quận Ba Đình, Hà Nội	210.350.944	1.058.233.423
1943	đường 14 F.5, Quận Gò Vấp	108.416.801	1.066.474.927
1944	đường 14 F.5, Phường Gò Vấp	108.230.218	1.066.847.675
1945	hồ học lãm		
1946	MT đường gần chợ Hiệp Bình, Giga Mall	108.276.003	1.067.212.132
1947	Nguyễn Khánh Toàn, Cầu Giấy	210.377.412	1.058.008.204
1948	bà triệu hà đông	20.969.386	1.057.809.778
1949	ngọc tụy long biên	210.588.582	1.058.583.873
1950	ngọc thụy long biên	210.588.582	1.058.583.873
1951	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
1952	Ngân - thổ cư Đống Đa hà nội	210.180.725	1.058.299.495
1953	Long Biên	210.186.765	105.884.813
1954	Long Biên	210.186.765	105.884.813
1955	Kỳ Đồng - F9 - Quận 3	107.824.188	1.066.820.667
1956	Tựu Liệt, Thanh Trì, Hà Nội	209.551.938	1.058.363.687
1957	Vũ Tùng		
1958	Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh	107.933.763	1.067.182.627
1959	HSX Tây Hòa		
1960	Nơ Trang Long	108.146.132	1.066.978.649
1961	Nguyễn Bình	226.230.856	10.592.299
1962	huy	505.187.076	5.239.582.899.999.990
1963	Nguyễn Khánh Toàn, Cầu	210.377.412	1.058.008.204
1964	Đường hồ bá phấn phường phước long A thủ đức	10.822.335	1.067.611.367
1965	Hồ Học Lãm, An Lạc, Bình Tân	107.226.725	1.066.107.174
1966	Đường Trần Cao Vân	107.840.511	1.066.972.895
1967	Đông Trạch, Ngũ Hiệp, Thanh Trì	20.923.209	1.058.678.117
1968	Số 41 , ngách 378/39 Thuỵ Khuê	210.499.296	1.058.098.208
1969	Nguyễn Văn Cừ		
1970	Long Biên	210.186.765	105.884.813
1971	Hồng Lạc, Quận Tân Bình	107.874.728	1.066.470.841
1972	Khương Trung Thanh Xuân	209.971.504	1.058.216.911
1973	Võ Thị Sáu, Hai Bà Trưng	210.058.026	1.058.549.049
1974	Số 18 thái hà	210.110.867	1.058.226.199
1975	Phường Tân Tạo A, Quận Bình Tân, TP. HCM	107.360.575	1.065.906.249
1976	Phường Tân Tạo A, Quận Bình Tân, TP. HCM	107.360.575	1.065.906.249
1977	KDC Nam Hùng Vương, An Lạc	107.256.238	106.611.054
1978	Mã Lò, Bình Trị Đông A, Bình Tân	107.683.072	1.066.031.065
1979	Mặt ngõ Đội Cấn	210.353.698	1.058.192.143
1980	Văn Hội, Quận Từ Liêm		
1981	Nguyễn Đình Hoàn, Cầu Giấy	2.104.307	1.058.053.139
1982	Nguyễn Đình Hoàn, Cầu Giấy	2.104.307	1.058.053.139
1983	Trường Chinh, P.14, Tân Bình	107.992.523	1.066.414.665
1984	Trung tâm Phường 5, Phú Nhuận	108.114.783	1.066.868.635
1985	Đường số 11 linh xuân thủ đức	108.863.757	1.067.681.962
1986	Hồàng Quốc Việt		
1987	Đường số 8 linh xuân thủ đức	108.788.084	1.067.750.404
1988	Thanh Xuân		
1989	Thanh Xuân		
1990	Thanh Xuân		
1991	110/15/2A Đường LÒ LU. Phường . Trường Thạnh. TP thủ đức . Hồ chí minh. việt nam	10.824.996	1.068.190.065
1992	Đỗ Xuân Hợp, Phước Long B, Tp. Thủ Đức , HCM	108.150.123	1.067.748.598
1993	Kim Giang, Thanh Tri	209.828.413	1.058.121.513
1994	Đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức, TP HCM	108.439.717	106.762.358
1995	Đường Đặng Văn Bi, Phường Trường Thọ, Quận Thủ Đức, TP HCM	108.439.717	106.762.358
1996	Đường số 11 bình thọ thủ đức	108.496.434	1.067.629.528
1997	Nguyễn Trãi -Thanh Xuân -Hà Nội	209.935.474	1.058.062.968
1998	Huỳnh Văn Nghệ, P.15, Tân Bình	108.300.782	1.066.379.526
1999	Ỷ LA		
2000	Cư Xá Phú Lâm B, Quận 6	107.528.168	1.066.289.434
2001	Hương Lộ 2, Bình Tân	107.670.756	1.066.075.906
2002	12 Trần Quốc Toản	107.893.622	106.689.155
2003	Đường số 8 linh xuân thủ đức,	108.788.084	1.067.750.404
2004	Định Công Thượng	209.826.822	1.058.209.967
2005	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2006	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2007	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2008	đường Phạm Văn Chiêu, Gò Vấp	108.514.505	1.066.561.018
2009	Tân Mai, Quận Hoàng Mai	20.983.687	105.848.156
2010	Giáp Nhất, Thanh Xuân, Hà Nội	21.005.389	1.058.162.083
2011	K1 Quang Dũng, - Dự án -		
2012	Đường Đỗ Xuân Hợp, Phường 9, Quận	108.141.275	1.067.751.935
2013	Hà Huy Tập . Gia Lâm	210.858.175	1.059.177.869
2014	Hà Huy Tâp Gia Lâm	210.858.175	1.059.177.869
2015	Tân Hương, Tân Phú	107.900.436	1.066.222.343
2016	Hàng xóm KĐT Tây Nam Linh Đàm, Gần chợ Bằng Liệt, Hồ Linh Đàm	209.646	1.058.203.123
2017	Tân Sơn Nhì Tân Phú, Chọn dự án	107.997.882	106.630.604
2018	Đường Số 51	10.845.846	106.643.129
2019	Trung tâm Phường 3, Quận Bình Thạnh	107.990.535	1.066.953.093
2020	Phố Hoàng Mai, gần hồ Đền Lừ	209.882.599	1.058.563.602
2021	Phạm Huy Thông	21.028.376	1.058.107.239
2022	phố Quan Nhân, phường Nhân Chính, Quận Thanh Xuân, Hà Nội	210.034.012	1.058.110.263
2023	Mã Lò, Bình Hưng Hòa A, Bình Tân	107.810.987	1.065.995.847
2024	quận Thanh Xuân	209.959.819	1.058.097.244
2025	Xuân La	210.596.756	1.058.040.796
2026	Nguyễn bặc phường 3 quận Tân Bình	107.944.664	106.662.427
2027	Nguyễn Tử Nha Phường 12 Tân Bình, - Dự án -	107.938.948	106.649.589
2028	Quang Trung		
2029	Nguyễn Sơn, Nguyễn Văn Cừ	210.415.675	1.058.695.733
2030	phố Xã Đàn, Đống Đa	210.129.017	1.058.355.017
2031	tân phước khánh 32	110.028.099	1.067.385.562
2032	581 đường Nguyễn Duy Trinh p Bình Trưng Đông Quận 2 Tp Thủ Đức	107.884.045	1.067.730.614
2033	Lê Hồng Phong phường 2 quận 10	107.624.084	1.066.763.705
2034	Bạch Đằng, Phường 15, Quận Bình Thạnh	108.032.549	1.067.047.781
2035	Đường Mai Hắc Đế, An Hải Tây, Sơn Trà, Đà Nẵng	160.649.429	1.082.314.038
2036	Chu Văn An, Phường 12, Quận Bình Thạnh	108.109.464	1.067.019.597
2037	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	108.255.432	1.066.844.184
2038	đường Phan Văn Trị, Phường 11, Quận Bình Thạnh	108.159.197	1.066.952.001
2039	22.1B ấp Bắc Lân	108.478.623	1.065.976.979
2040	Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội	209.757.396	10.578.937
2041	Đình Phong Phú , Tăng Nhơn Phú B, Tp. Thủ Đức	108.369.642	1.067.814.925
2042	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2043	Phước Bình , Tp. Thủ Đức	108.139.196	1.067.691.712
2044	Phước Bình , Tp. Thủ Đức	108.139.196	1.067.691.712
2045	P.15, Quận 4	107.540.075	1.067.079.845
2046	Nguyễn Văn Quy, Quận 7	107.404.473	1.067.362.074
2047	đường Tôn Đản, Phường 15, Quận 4	107.559.775	1.067.059.985
2048	Phường Văn Quán, Quận Hà Đông, Hà Nội	209.796.446	1.057.923.394
2049	Nguyễn Trái, Hà Động	209.699.557	1.057.798.664
2050	Thế Lữ, Hạ Lý, Hồng Bàng, Hải Phòng	208.581.226	1.066.745.848
2051	Phạm Văn Đồng, Phường 11, Quận Bình Thạnh	108.204.226	1.066.942.397
2052	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2053	Đường Lê Đình Dương, Hải Châu, Đà Nẵng	160.615.001	108.220.034
2054	Lã Xuân Oai , Tăng Nhơn Phú A, Tp. Thủ Đức	108.398.715	1.067.953.202
2055	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2056	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2057	ĐƯỜNG SỐ 9 (LÊ VĂN THỌ), P.9, GÒ VẤP	108.443.429	1.066.571.048
2058	Vườn Lài Phú Thọ Hòa Tân Phú	107.881.361	1.066.291.308
2059	Lạc Long, Quận Tân Bình	107.794.947	1.066.498.878
2060	Hoàng Văn Thụ, Phường 8, Quận Phú Nhuận	107.996.351	1.066.737.125
2061	đường Trường Chinh, Phường Đống Đa	213.063.049	1.056.031.342
2062	Lạc Long Quân P11 Tân Bình	107.868.375	1.066.500.622
2063	Lạc Long Quân P11 Tân Bình	107.868.375	1.066.500.622
2064	Thanh Bình Hà Đông	209.807.436	1.057.788.182
2065	Phố Quan Nhân, phường Nhân Chính, quận Thanh Xuân, Hà Nội	210.034.012	1.058.110.263
2066	Phạm Văn Hai, Bình Chánh	108.148.999	106.528.946
2067	Đường Số 19, Phường Linh Chiểu, Quận Thủ Đức, TP HCM	108.533.245	1.067.637.377
2068	Thanh Xuân		
2069	Thanh Xuân		
2070	Trường Chinh, Đống Đa	210.002.252	1.058.309.453
2071	Trường Chinh, Đống Đa	210.002.252	1.058.309.453
2072	bửu long	109.586.438	1.068.053.993
2073	La Thành		
2074	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2075	Hẻm Lạc Long Quân, Quận 11	107.697.718	1.066.445.408
2076	đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thành phố Thủ Đức	108.308.291	1.067.242.088
2077	Nguyễn Súy, Tân Quý, Tân Phú	107.922.004	1.066.224.456
2078	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2079	Q12		
2080	đường Điện Biên Phủ, phưởng Phan Si Păng, thị xã Sa Pa	222.497.168	1.039.608.091
2081	Quang Trung		
2082	Điện Biên Phủ	214.063.898	1.030.321.549
2083	Đường Kha Vạn Cân, Phường Linh Đông, Quận Thủ Đức, TP HCM	108.435.344	1.067.483.602
2084	Đặng Văn Bi, Trường Thọ, Thủ Đức	108.439.717	106.762.358
2085	Minh Khai, Hồng Bàng, Hải Phòng	208.636.233	106.681.451
2086	Tam Bạc, Hồng Bàng, Hải Phòng	20.857.431	1.066.750.682
2087	Đường Liên Hoa, Xã Vĩnh Ngọc, Tp Nha Trang.	12.270.752	1.091.594.323
2088	Nguyễn Lâm, Phường 7, Phú Nhuận	108.003.172	1.066.924.832
2089	Nguyễn Duy Trinh, Phú Hữu, Quận 9, Hồ Chí Minh,	107.969.462	106.807.901
2090	Đường 442 , Tăng Nhơn phú A, Tp. Thủ Đức	108.419.899	1.067.927.709
2091	ĐƯỜNG CẦU DỨA PHÚ NÔNG, NHA TRANG	122.606.069	1.091.638.219
2092	Vạn Phúc City, Thủ Đức	108.403.244	1.067.160.982
2093	ĐƯỜNG LƯƠNG ĐỊNH CỦA, VĨNH NGỌC, NHA TRANG	122.670.513	1.091.613.647
2094	Trâu Quỳ	210.078.386	1.059.376.756
2095	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2096	Quang Trung		
2097	Lạc Long Quân, Tân Bình	107.794.947	1.066.498.878
2098	Gia Lâm	210.105.208	105.952.941
2099	số 123,...		
2100	Đặng Văn Bi, Trường Thọ, Thủ Đức	108.439.717	106.762.358
2101	Đặng Văn Bi, Trường Thọ, Thủ Đức	108.439.717	106.762.358
2102	8/1b		
2103	bửu long	109.586.438	1.068.053.993
2104	Trường Chinh P14 Quận Tân Bình	107.997.157	1.066.407.484
2105	Trường Chinh P13 Quận Tân Bình	107.997.157	1.066.407.484
2106	na		
2107	Đường số 31 Phường Linh Đông TP.Thủ Đức	108.569.431	1.067.469.033
2108	Trường Chinh, Quận Tân Bình	108.076.158	1.066.348.442
2109	đường Bùi Xương Trạch, phường Thanh Xuân	108.834.303	1.066.703.963
2110	đường Bùi Xương Trạch, Phường Thanh Xuân	108.834.303	1.066.703.963
2111	phố Tô Hiến Thành	210.133.684	1.058.491.251
2112	Cầu Giấy - Hà Nội	210.362.368	1.057.905.825
2113	Trung Liệt - Trung Liệt- Đống Đa - Hà Nội	210.108.448	105.822.425
2114	Lạc Long Quân, Quận Tân Bình	107.794.947	1.066.498.878
2115	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2116	Thành phố Hồ Chí Minh	108.230.989	1.066.296.638
2117	Ni Sư Huỳnh Liên, P.10, Tân Bình	107.836.014	1.066.474.124
2118	Đường Tân Lập 1, Phường Hiệp Phú, Quận 9, TP HCM	108.484.219	1.067.769.278
2119	Đường Tân Lập 1, Phường Hiệp Phú, Quận 9, TP HCM	108.484.219	1.067.769.278
2120	Dương Đình Hội, Phước Long B, Tp. Thủ Đức , HCM	108.228.086	1.067.802.545
2121	Bến Đồn, Hòa Lợi, Bến Cát	111.155.904	1.066.643.155
2122	Lò Đúc, Lò Đúc	210.135.602	1.058.577.001
2123	Dương Đình Hội , Phước Long B	108.228.086	1.067.802.545
2124	Dương Đình Hội	108.228.086	1.067.802.545
2125	Dương Đình Hội	108.228.086	1.067.802.545
2126	Đường Phú Nông, Nha Trang, Khánh Hòa.	122.644.824	1.091.657.439
2127	ĐƯỜNG XUÂN LẠC. NHA TRANG	122.750.016	1.091.603.543
2128	22.1 ấp Bắc Lân	108.478.623	1.065.976.979
2129	Ðường NAQ, Phường Tân Phong, Thị xã Biên Hòa, Đồng Nai	109.571.103	1.068.294.884
2130	đường NAQ, Phường Tân Phong, Biên Hòa, Đồng Nai	109.571.103	1.068.294.884
2131	Biên Hòa	109.574.128	1.068.426.871
2132	Đường 19/5 Văn Quán Hà Đông	209.757.396	10.578.937
2133	Thanh Bình, Mỗ Lao, Hà Đông, Hà Nội	209.823.818	1.057.780.339
2134	Nhà Chính chủ hẻm 3m Mễ Cốc, P15, Q8.	10.723.016	106.630.768
2135	Ngõ 139		
2136	Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội	209.757.396	10.578.937
2137	Hoàng Quốc Việt, Quận Cầu Giấy, Hà Nội	210.460.525	105.793.266
2138	Hoàng Quốc Việt, Trung Tâm Quận Cầu Giấy, Hà Nội	210.460.525	105.793.266
2139	Gò Dầu, Tân Sơn Nhì, Tân Phú	107.958.295	1.066.269.265
2140	Hồng Tiến, Long Biên	210.391.667	1.058.754.569
