index	Title	Price	Links	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Location	Description
49	Cần bán gấp nhà 1 trệt 2 lầu 80m2 5x16, đường 30m, sổ hồng hoàn công, giá chỉ 8 tỷ 3 Thương lượng, Lh: 0388668882 gặp Tâm ( zalo )	6.5 tỷ	https://batdongsan.vn/can-ban-gap-nha-1-tret-2-lau-80m2-5x16-duong-30m-so-hong-hoan-cong-gia-chi-8-ty-3-thuong-luong-lh-0388668882-gap-tam-zalo-r285066	80	4	5		"Cần bán gấp, giảm giá mạnh 10 tỷ nay giảm còn 8,3 tỷ TL mạnh
Bán nhà mặt tiền đường 30m
Nằm trong quần thể khu dân cư Centana Điền Phúc Thành, Long Trường, Quận 9. Đối diện Sông là chung cư MT EasmarkCity đang xây dựng.
- Diện tích: 80m2 (5x16) - Hướng Đông.
- Kiến trúc: 1 trệt 2 lầu, 1 tum.
- Công năng: 1 phòng khách, 1 phòng bếp, 4PN, 5WC... Thiết kế hiện đại, sạch sẽ thoáng mát.
Địa chỉ: Đường Trường Lưu, Phường Long TRường, Q9
LH: 0388668882 gặp Tâm ( zalo ) xem nhà"
50	bán nhà ở và kinh doanh thuận tiện	8.3 tỷ	https://batdongsan.vn/ban-nha-o-va-kinh-doanh-thuan-tien-r285064	150	3	3		"Bán nhà 1 trệt 1 lầu và 3 căn phòng trọ ngay trung tâm Mỹ Phước 3, Bến Cát Bình Dương.
- Ngay đường NE4 Phường Chánh Phú Hòa, Bến Cát Tp Bình Dương.
- Vị trí như trên hình, vừa đất, vừa nhà mà giá chỉ từ: 1,9 tỷ/căn, bao gồm:
- Đất full thổ cư: 5x30 + Nhà (1 trệt 1 lầu hoàn thiện) + 3 phòng trọ đúc tấm đẹp, được xây dựng tự do + Gói cho thuê mỗi năm thu về 100 triệu đồng.
- Bao giá tốt nhất toàn thị trường luôn.
- Đường 16m và Quy hoạch 2 mặt tiền.
- Đã có sổ, cọc là công chứng ngay.
- Đất trung tâm phường, đối diện khu công nghiệp Mỹ Phước 3, cách bến xe miền Đông Bình Thạnh chưa tới 40Km.
- Vị trí sầm uất, trung tâm, ngay bên cạnh và đối diện là: Khu nhà phố, biệt thự, tiệm vàng, cafe, cửa hàng xe, chợ, nhà hàng, khu công nghiệp.
- Liên Hệ: 0394054892 ( Đoàn Đầu Đất)"
51	Đất đẹp mặt tiền kinh doanh Bùi Tá Hán Q2, 14.5tỷ, ĐB, sổ vuông, tiện ích đầy đủ	1.9 tỷ	https://batdongsan.vn/dat-dep-mat-tien-kinh-doanh-bui-ta-han-q2-145ty-db-so-vuong-tien-ich-day-du-r285063	71	na	na	('10.7615203', '106.6750963')	"Địa chỉ : mặt tiền Bùi Tá Hán, An Phú, Q2
Diện tích: 4x17,8m = 71,5m2 (CN)
Kết cấu: Đất trống tiện xây. Khu vực xây trệt, 2 lầu, Sân thượng
Hướng: ĐB
Pháp lý : SHCC
Giá chào bán: 14,5 tỷ
Thông qua Cao Đức Lân, Nguyễn Hoàng nên thuận tiện di chuyển tất cả các quận
LH Tâm 0815813400 để xem vị trí"
52	BÁN NHÀ PHỐ LÊ TRỌNG TẤN 68M - 04 TẦNG - MT 6.7M - NGÕ THÔNG Ô TÔ - DÒNG TIỀN 360TR. LH: 0393838449	14.5 tỷ	https://batdongsan.vn/ban-nha-pho-le-trong-tan-68m-04-tang-mt-67m-ngo-thong-o-to-dong-tien-360tr-lh-0393838449-r285062	67	na	na		"+ Chủ nhà cần bán gấp nhà phố Lê Trọng Tấn -tt quận Thanh Xuân 67m - 04 tầng - mặt tiền 6m -ngõ ô tô thông - dòng tiền 360 triệu.

+ Trung tâm quận Thanh Xuân gần các tuyến phố lớn: Vương Thừa Vũ,Trường Chinh, Tôn Thất Tùng, Hoàng Văn Thái, Giải Phóng vài bước ra mặt phố 6 làn ô tô vỉa hè 5m.

+ Ngõ ô tô to đẹp, ô tô chạy vòng quanh, trước nhà rộng rãi, sáng thoáng, an sinh tuyệt vời vài phút ra chợ.

+ Nhà gần Bệnh viện Đại học Y, Bệnh Viện Bạch Mai. Gần ĐH Y HN, Đại học Thủy Lơi, Học Viện Ngân Hàng, ĐH Kinh Tế quốc dân, ĐH Xây Dựng, ĐH Bách Khoa, ĐH Quốc Gia.

+ Nhà chủ xây cẩn thận, khung cột chắc chắn, chia thành 02 nhà riêng biệt mỗi nhà 35m tầng 04 đang. Mỗi nhà 3 ngủ đủ công năng. Hiện đang cho 02 hộ gia đình thuê lâu dài.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.

+ Giá chào: 10 tỷ 5 (có thương lượng).

Liên hệ: Mr. Thái Sơn chuyên nhà đẹp Thanh Xuân-Đống Đa
Để được xem nhà và tư vấn miễn phí 24/7

Gọi ngay: 0393838449 (Zalo)"
53	BÁN NHÀ PHỐ CHÙA BỘC 48M - 04 TẦNG - NGÕ Ô TÔ - 04 NGỦ Ở NGAY. LH: 0393838449	10.5 tỷ	https://batdongsan.vn/ban-nha-pho-chua-boc-48m-04-tang-ngo-o-to-04-ngu-o-ngay-lh-0393838449-r285061	48	na	na		"+ Chủ nhà cần bán gấp nhà phố -tt quận Đống Đa 67m - 04 tầng - mặt tiền 6.7m -ngõ ô tô vài bước ra phố.

+ Trung tâm quận Đống Đa gần các tuyến phố lớn: Tây Sơn, Tôn Thất Tùng, Phạm Ngọc Thạch, Thái Hà vài bước ra vành đai 2.

+ Ngõ ô tô to đẹp, trước nhà rộng rãi, sáng thoáng, an sinh tuyệt vời vài phút ra chợ.

+ Nhà gần Bệnh viện Đại học Y, Bệnh Viện Bạch Mai. Gần ĐH Y HN, Đại học Thủy Lơi, Học Viện Ngân Hàng, ĐH Kinh Tế quốc dân, ĐH Xây Dựng, ĐH Bách Khoa, ĐH Quốc Gia.

+ Nhà chủ xây cẩn thận, khung cột chắc chắn, 4 tầng 4 ngủ đủ công năng.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.

+ Giá chào: 6 tỷ (có thương lượng).

Liên hệ: Mr. Thái Sơn chuyên nhà đẹp Thanh Xuân-Đống Đa
Để được xem nhà và tư vấn miễn phí 24/7

Gọi ngay: 0393838449 (Zalo)"
54	Bán nhà đẹp 3 lầu mặt tiền Đường số gần đường Phạm Hùng P.4 Quận 8	6 tỷ	https://batdongsan.vn/ban-nha-dep-3-lau-mat-tien-duong-so-gan-duong-pham-hung-p4-quan-8-r285059	75	na	na		"Bán nhà đẹp 3 lầu mặt tiền Đường số gần đường Phạm Hùng P.4 Quận 8
+ Diện tích: 5 x 15m
+ Hiện trạng: Nhà còn mới, xây dựng BTCT kiên cố, gồm 3 lầu, sân thượng trước + sau, 5PN, 6WC, bếp, đầy đủ tiện nghi.
+ Vị trí: Đẹp, đường nhựa trước nhà 12m, vỉa hè 3m, cách mặt tiền đường Phạm Hùng chỉ vài bước chân, gần cầu Chánh Hưng, thông ra khu dân cư Cao Lỗ, xe cộ ra vào nhộn nhịp, tiện lưu thông qua các tuyến đường và các Quận lân cận.
+ Thuận lợi: Dân trí cao, an ninh tốt, xung quanh nơi ở kinh doanh nhộn nhịp, thích hợp vừa ở vừa phát triển đa ngành, đầy đủ các nhu cầu thiết yếu, đáp ứng cho cuộc sống hiện đại.
+ Hướng Đông Nam
+ Sổ hồng hoàn công
+ Giá: 15.2 Tỷ (T/L)
Liên hệ: 0933 862 860 Ms Sương
Tư vấn pháp lý & xem nhà miễn phí
Hỗ trợ vay ngân hàng 80% giá trị nhà
Nhận ký gửi cho thuê nhà đất các Quận TP.HCM"
55	Bán gấp gấp	15.2 tỷ	https://batdongsan.vn/ban-gap-gap-r285058	na	4	4		"Do không có nhu cầu ở nữa nên cần bán gấp
Giá cả còn thương lượng cho anh chị nào có thiện chí mua ở"
56	Bán nhà 2 lầu vị trí đẹp mặt tiền Đường số 5 Phường 4 Quận 8	Thỏa thuận	https://batdongsan.vn/ban-nha-2-lau-vi-tri-dep-mat-tien-duong-so-5-phuong-4-quan-8-r285057	75	na	na		"Bán nhà 2 lầu vị trí đẹp mặt tiền Đường số 5 Phường 4 Quận 8
+ Diện tích: 5 x 15m
+ Hiện trạng: Nhà 1 trệt, 2 lầu, sân thượng, 5PN, 3WC,…
+ Vị trí: Mặt tiền đường 12m, gần đường Phạm Hùng, cầu Chánh Hưng, thông ra đường Cao Lỗ, xe cộ ra vào tấp nập, tiện lưu thông qua các Quận tiếp giáp.
+ Tiện ích: Dân cư hiện hữu, an ninh, xung quanh nơi ở gần chợ, trường học, siêu thị, bệnh viện,… hoạt động sầm uất, thích hợp vừa ở vừa kinh doanh phát triển.
+ Hướng Tây Bắc
+ Sổ hồng hoàn công
+ Giá: 13 Tỷ (T/L)
Liên hệ: 0933 862 860 Ms Sương
Tư vấn pháp lý & xem nhà miễn phí
Hỗ trợ vay ngân hàng 80% giá trị nhà
Nhận ký gửi cho thuê nhà đất các Quận TP.HCM"
57	(VAT13) BÁN NHÀ 3 TẦNG HẺM OTO ĐƯỜNG 2/4 - VẠN THẮNG	13 tỷ	https://batdongsan.vn/vat13-ban-nha-3-tang-hem-oto-duong-24-van-thang-r285053	53	3	3		"(VAT13) BÁN NHÀ 3 TẦNG HẺM OTO ĐƯỜNG 2/4 - VẠN THẮNG
- Diện tích 52.9m2 full ODT
- Ngang 4m. Hướng Tây Bắc
- Hẻm betong 3m. View hồ nước mát mẻ
- Kết cấu 1 trệt 2 lầu với 3pn, 3wc, nhà bếp, p.khách, sân thượng, sân để xe, ban công,....
- Cách sông Kim Bồng 100m, cách đường 2/4 khoảng 400m, cách tiểu học Vạn Thạnh 500m, cách chợ Đầm 700m, cách phòng khám đa khoa Tín Đức 650m, cách biển 1.5km,....
=>> Giá bán 3 tỷ
=>> LH 0935785259"
58	DP21) BÁN NHÀ CẤP 4 HẺM 3M ĐƯỜNG HƯƠNG LỘ 45 - XÃ DIÊN PHÚ	3 tỷ	https://batdongsan.vn/dp21-ban-nha-cap-4-hem-3m-duong-huong-lo-45-xa-dien-phu-r285051	83	2	1		"(DP21) BÁN NHÀ CẤP 4 HẺM 3M ĐƯỜNG HƯƠNG LỘ 45 - XÃ DIÊN PHÚ GẦN VĨNH PHƯƠNG
- Diện tích 83.6m2 full ONT
- Ngang 5m. Hướng Đông Bắc
- Hẻm betong 3m, đường thông
- Thiết kế 2 phòng ngủ , 1wc, bếp, phòng khách, sân để xe,....
- Vị trí cách Hương Lộ 45 khoảng 300m, cách thôn Trung Vĩnh Phương 500m, cách sông 300m, cách chợ Vĩnh Phương 1.4km, cách trường tiểu học Diên Phú 1.7km,...
=>> Giá bán 930tr bớt lộc
=>> Liên Hệ : 0935785259"
59	(VN81) BÁN NHÀ 3 TẦNG MẶT TIỀN ĐƯỜNG 8M SAU LƯNG KĐT VĨNH ĐIỀM TRUNG	930 triệu	https://batdongsan.vn/vn81-ban-nha-3-tang-mat-tien-duong-8m-sau-lung-kdt-vinh-diem-trung-r285050	58	3	3	('12.2655691', '109.165875')	"(VN81) BÁN NHÀ 3 TẦNG MẶT TIỀN ĐƯỜNG 8M SAU LƯNG KĐT VĨNH ĐIỀM TRUNG
- Diện tích 58.3m2 full ONT
- Ngang 5m vuông vức.
- Hướng Tây Nam.
- Pháp Lý Sổ hồng hoàn công
- Kết cấu 1 trệt 2 lầu 1 tum với 3pn, 3wc, nhà bếp, p.khách, ban công, sân để xe, p.thờ,....
- Vị trí cách sông 200m, cách bệnh viện đa khoa 750m, cách siêu thị 900m, cách đường Cầu Dứa Phú Nông 200m, cách chợ Vĩnh Ngọc 1.3km, cách trường Quốc Tế 600m,...
- Thích hợp vừa ở vừa kinh doanh nhỏ, đầu tư cho thuê,...
=>>Giá bán 3.3 tỷ
=>> Liên Hệ : 0705017559 - 093785259"
60	Bán Khách Sạn tại Phường Bình Thọ, Tp. Thủ Đức. dt 215m²	"Giá bán
Dưới 500 triệu
Từ 500 - 800 triệu
Từ 800 triệu - 1 tỷ
Từ 1 - 2 tỷ
Từ 2 - 3 tỷ
Từ 3 - 5 tỷ
Từ 5 - 7 tỷ
Từ 7 - 10 tỷ
Từ 10 - 20 tỷ
Từ 20 - 30 tỷ
Trên 30 tỷ"	https://batdongsan.vn/ban-khach-san-tai-phuong-binh-tho-tp-thu-duc-dt-215m-r285048	215	na	na		"Bán Khách Sạn tại Phường Bình Thọ, Tp. Thủ Đức. dt 215m²
- Quy mô: 1 Hầm + Trệt + Lửng + 2 Lầu + Sân thượng. có 18 phòng đang kinh doanh.
- Diện tích: 12m x 18m = 215m², diện tích sàn sử dụng 760m².
- Pháp lý : Sổ hồng riêng + Hoàn công đầy đủ
- Khách sạn vị trí đẹp thuộc khu vực trung tâm Quận Thủ Đức cũ, đường xe tải vào, khu dân cư đông đúc, sầm uất, nhiều nhà hàng, quán xá sang trọng, có hệ thống đường bàn cờ thông từ Nguyễn Khuyến, Chu Mạnh Trinh, Hữu Nghị... Nên lượng khách đến rất ổn định.
- Hiện tại đang cho thuê kinh doanh hợp đồng 5 năm.
- Giá bán : 25 tỷ. ( thương lượng )
Liên Hệ Em Long 0898 408 677 để được xem và mua nhanh nhất!! Mong tiếp khách thiện chí"
61	Bán Khách Sạn tại Phường Bình Thọ, Tp. Thủ Đức. dt 215m²	25 tỷ	https://batdongsan.vn/ban-khach-san-tai-phuong-binh-tho-tp-thu-duc-dt-215m-r285047	215	na	na		"Bán Khách Sạn tại Phường Bình Thọ, Tp. Thủ Đức. dt 215m²
- Quy mô: 1 Hầm + Trệt + Lửng + 2 Lầu + Sân thượng. có 18 phòng đang kinh doanh.
- Diện tích: 12m x 18m = 215m², diện tích sàn sử dụng 760m².
- Pháp lý : Sổ hồng riêng + Hoàn công đầy đủ
- Khách sạn vị trí đẹp thuộc khu vực trung tâm Quận Thủ Đức cũ, đường xe tải vào, khu dân cư đông đúc, sầm uất, nhiều nhà hàng, quán xá sang trọng, có hệ thống đường bàn cờ thông từ Nguyễn Khuyến, Chu Mạnh Trinh, Hữu Nghị... Nên lượng khách đến rất ổn định.
- Hiện tại đang cho thuê kinh doanh hợp đồng 5 năm.
- Giá bán : 25 tỷ. ( thương lượng )
Liên Hệ Em Long 0898 408 677 để được xem và mua nhanh nhất!! Mong tiếp khách thiện chí"
62	BÁN NHÀ PHỐ TÂY SƠN 52M - 05 TẦNG - Ô TÔ TRÁNH - VỈA HÈ KINH DOANH - 04 NGỦ Ở NGAY. LH: 0393838449	25 tỷ	https://batdongsan.vn/ban-nha-pho-tay-son-52m-05-tang-o-to-tranh-via-he-kinh-doanh-04-ngu-o-ngay-lh-0393838449-r285045	52	na	na		"+ Chủ nhà cần bán gấp nhà phố Tây Sơn -tt quận Đống Đa 52m - 05 tầng - ô tô tránh vỉa hè kinh doanh ngày đêm vài bước ra phố.

+ Trung tâm quận Đống Đa gần các tuyến phố lớn: Thái Hà, Tôn Thất Tùng, Phạm Ngọc Thạch, Nguyễn Trãi, Hoàng Cầu vài bước ra ngã tư sở.

+ Ngõ ô tô to đẹp, trước nhà rộng rãi, sáng thoáng, vỉa hè kinh doanh an sinh tuyệt vời chợ họp ngày đêm.

+ Nhà gần Bệnh viện Đại học Y, Bệnh Viện Bạch Mai. Gần ĐH Y HN, Đại học Thủy Lơi, Học Viện Ngân Hàng, ĐH Kinh Tế quốc dân, ĐH Xây Dựng, ĐH Bách Khoa, ĐH Quốc Gia.

+ Nhà chủ xây cẩn thận, khung cột chắc chắn, 5 tầng 4 ngủ đủ công năng, thoáng trước sau.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.

+ Giá chào: 8 tỷ 6 (có thương lượng).

Liên hệ: Mr. Thái Sơn chuyên nhà đẹp Thanh Xuân-Đống Đa
Để được xem nhà và tư vấn miễn phí 24/7

Gọi ngay: 0393838449 (Zalo)"
63	BÁN NHÀ 2 TẦNG RẺ NHẤT TÂN PHÚ,5.2Mx9.6M, KẾ CỘNG HOÀ, HXH, SHR, CHỈ 3.35TỶ	8.6 tỷ	https://batdongsan.vn/ban-nha-2-tang-re-nhat-tan-phu52mx96m-ke-cong-hoa-hxh-shr-chi-335ty-r285044	50	2	2		"* Mô tả:
** Vị trí: Trung tâm quận Tân Phú, trên mặt đường Trường Chinh, gần Chế Lan Viên, Cộng Hoà, Tân Kỳ Tân Quý, Tân Sơn Nhì.
** Kết cấu: Nhà 2 tầng, 2PN, 2WC, thiết bị điện nước mới tinh, máy năng lượng mặt trời mới lắp, máy lạnh xịn, chủ tặng hết nội thất, nhà mới đẹp xách vali vào ở thôi .
** Tiện ich: Vài bước ra đường Trường
Chinh, cách sân bay Tân Sơn Nhất 10 phút, trung tâm Quận 1 chỉ 15 phút.
Pháp lý chuẩn, SHR."
64	Nhà đẹp Yên Nghia - Hà Đông 30m2 - Ô TÔ tránh chỉ 10m, giá 2,2 tỷ	3.35 tỷ	https://batdongsan.vn/nha-dep-yen-nghia-ha-dong-30m2-o-to-tranh-chi-10m-gia-22-ty-r285043	30	na	na	('20.9551855', '105.758011')	"CẦN BÁN GẤP - NHÀ GIÁ RẺ YÊN NGHĨA HÀ ĐÔNG - VỊ TRÍ ĐẸP
Nhà đẹp Yên Nghia - Hà Đông 30m2 - Ô TÔ tránh chỉ 10m, giá 2,2 tỷ

- Diện tích 30m2, mặt tiền rộng
- Nhà xây mới đẹp lung linh. Chủ nhà lựa chọn mẫu thiết kế mới nhất năm 2023, nội thất hoàn thiện chất lượng tốt.
- Vị trí trung tâm của khu vực, đường thông ngõ thoáng, cách ô tô tránh 10m rất thuận tiện
- Sổ đỏ trao tay, pháp lý chuẩn
☎️Liên hệ em Dương: 0914450004 (miễn trung gian, môi giới)"
65	KĐT Văn Khê - Hà Đông: Nhà 6 tầng PHÂN LÔ VỈA HÈ 50m2, OTO tránh đỗ chỉ 8,8 tỷ	2.2 tỷ	https://batdongsan.vn/kdt-van-khe-ha-dong-nha-6-tang-phan-lo-via-he-50m2-oto-tranh-do-chi-88-ty-r285042	50	na	na	('20.9551855', '105.758011')	"CHỦ NHÀ CẦN BÁN GẤP, GIÁ RẺ NHẤT KHU VỰC, CHỦ NHÀ LÀM XÂY DỰNG THIẾT KẾ CỰC ĐẸP KẾT CẤU KIÊN CỐ - NỘI THẤT CAO CẤP
KĐT Văn Khê - Hà Đông: Nhà 6 tầng PHÂN LÔ VỈA HÈ 50m2, OTO tránh đỗ chỉ 8,8 tỷ

+ Diện tích 50m2, phân lô vỉa hè
+ Thiết kế tầng 1-2-3 thông sàn vừa ở hoặc văn phòng. Tầng 1 Gara để được nhiều xe, tầng 4,5 tổng 4 phòng ngủ.
+ Vị trí trung tâm kinh doanh, văn phòng ở cực sướng. Tiện ích xung quanh nhà chỉ vài bước chân.
+ Cơ sở hạ tầng đồng bộ, công viên, trung tâm thương mại, chợ, trường học các cấp.
+ Sổ đỏ chính chủ, công chứng ngay
☎️Liên hệ em Dương: 0914450004 (miễn trung gian, môi giới)"
66	Bán 87m2 căn góc, sẻ khe nhỏ tại dự án Shophouse Thuận An, Trâu Quỳ	8.8 tỷ	https://batdongsan.vn/ban-87m2-can-goc-se-khe-nho-tai-du-an-shophouse-thuan-an-trau-quy-r285041	87	na	na	('21.011736149999997', '105.94085687809905')	"Bán 87m2 căn góc, sẻ khe nhỏ tại dự án Shophouse Thuận An, Trâu Quỳ. Vị Trí Trung Tâm Huyện Gia Lâm.

+ Diện tích: 87m2, mặt tiền 6m, hậu 6m, dài 15m, hướng Đông Nam.

+ Giá bán: 13 tỷ ( xung quanh rất nhiều tiện ích đang hình thành ).

+ Nằm ngay sát UBND Quận Gia Lâm, gần hồ sen rộng 10ha, được hồ điều hòa nên không khí khu vực này rất mát và thoáng. Đây là khu vực trung tâm đầu não của Quận Gia Lâm sau này nên tất cả các dự án lớn nhỏ quanh khu vực này đều đang được huyện Gia Lâm đầu tư rất bài bản, tiện ích bạt ngàn, dân trí cực cao, thích hợp người mua an cư lâu dài...

+ Pháp lý: Sổ đỏ chính chủ, không cầm cố, sẵn sàng công chứng, hỗ trợ vay bank.

Liên hệ trước 30 phút để xem đất: 0925333999
ThuyAn.Net – Cam Kết Bán Đúng Giá - Không Thu Phí Người Mua - Hỗ Trợ Thủ Tục Sang Tên!"
67	Bán nhà Mỗ Lao, Hà Đông ngõ rộng ô tô tránh, 48m2, 8.1 tỷ	13 tỷ	https://batdongsan.vn/ban-nha-mo-lao-ha-dong-ngo-rong-o-to-tranh-48m2-81-ty-r285039	48	na	4	('20.9821715', '105.7842539')	"+ Nhà nằm gần khu dịch vụ Mỗ Lao, thông hai đầu ngõ ô tránh.
+ Diện tích 48m2, nhà 5 tầng chịu lực chắc chắn, thiết kế mỗi tầng 2 ngủ.
+ Cạnh nhà có sân chơi nhà văn hóa, chiều chiều đông vui người ra tập thể dục.
+ Khu phân lô cán bộ, hàng xóm toàn giáo viên, bác sĩ, cán bộ về hưu, dân trí cao ở rất thích.
+ Nằm ở trung tâm Mỗ Lao, tiện ích bạt ngàn, xung quanh đầy đủ trường học các cấp, bệnh viện, siêu thị, chợ,..
+ Dễ dàng di chuyển sang Thanh Xuân, Cầu Giấy, Quang Trung, Trần Phú,..
+ Chủ nhà cô Tâm giáo viên cấp 3 về hưu, nay bán đi hồi hương.
+ Giá 8.1 tỷ ( có thương lượng với khách thiện chí)
+ Sổ đỏ chính chủ, vuông đẹp.
+ Liên hệ E Quân Nhà Đẹp 0934503893 xem nhà ngay."
68	Nhà Phường 12 Gò Vấp sát mặt tiền, hẻm 6m, sổ A4 , 94m2 3 tầng, 9.9 tỷ	8.1 tỷ	https://batdongsan.vn/nha-phuong-12-go-vap-sat-mat-tien-hem-6m-so-a4-94m2-3-tang-99-ty-r285038	94	3	4	('10.8351122', '106.6396031')	"MS 32923
* Vị trí: nhà hẻm 1 sẹc đường Bùi Quang Là, phường 12, Gò Vấp, sát mặt tiền.
* Diện tích 94m2, hình sổ vuông thành sắc cạnh, đầy đủ công năng sử dụng.
• Kết cấu BTCT, 3 tầng, 3 phòng ngủ, 4WC, sân thượng, xe hơi ngủ trong nhà
* Nhà có diện tích lớn nên các phòng được thiết kế rộng rãi.
* Đường trước nhà 6m.
* Hàng xóm thân thiện, dân trí.
* Sổ hồng riêng, không quy hoạch."
69	Bán nhà Thanh Bình - Mộ Lao - 50m ra phố	9.9 tỷ	https://batdongsan.vn/ban-nha-thanh-binh-mo-lao-50m-ra-pho-r285035	30	na	na		"Vì 1 số lý do, khách không về công chứng được, chủ tiếp tục gửi bán
Căn hộ THANH BÌNH - MỘ LAO - khu vực trung tâm, 50M ra phố, 100m ra Cầu Trắng, phố Trần Phú.
Dt: 30m2, 5 tầng, 3 ngủ, mặt tiền 7,1m
Nhà đẹp ở ngay, lợi thế mặt tiền lớn, khu vực tiện ích, văn minh, an ninh tốt
Sổ đỏ đẹp, giao dịch ngay
Chào bán 3 tỷ 85 ( Giá chốt thương lượng )
Liên hệ 0372550562"
70	Nhà mặt phố Tô Hiệu, 2 thoáng-vỉa hè-KD, 35m2 giá chỉ 9 tỷ	3.85 tỷ	https://batdongsan.vn/nha-mat-pho-to-hieu-2-thoang-via-he-kd-35m2-gia-chi-9-ty-r285034	35	4	3	('20.9709214', '105.7823164')	"+ Nhà mặt phố Tô Hiệu, bên cạnh là lối đi của Trung tâm y tế Phường nên nhà 2 thoáng vĩnh viễn, vỉa hè rộng thênh thang, kinh doanh rất đỉnh, đường trước nhà ô tô tránh, dừng đỗ bất kỳ giờ nào. Phố Tô Hiệu thông sang Lê Lai, Lê Lợi, Lê Hồng Phong .....Khu vực trung tâm Hà Đông, tiện ích không thiếu thứ gì, an sinh đỉnh. Vị trí trung tâm phố cổ Hà Đông cực hiếm nhà bán.
+ Nhà đang kinh doanh bán ăn sáng và ăn trưa doanh thu trung bình 50 đến 60 triệu mỗi tháng.
+ Nhà hiện 4 tầng đã cũ khách mua về xây toà nhà 5, 6 tầng tháng máy vừa ở vừa kinh doanh hay cho thuê giá trị rất cao. Hoặc khách chưa có điều kiện xây mới thì nhà hiện có vẫn ở và kinh doanh rất ổn.
+ Sổ vuông đét không lỗi phong thủy, sẵn sàng giao dịch.
+ Liên hệ ngay anh Bình SĐT 0945936168 để được tư vấn và xem nhà trực tiếp."
71	PHƯỚC BỬU XUYÊN MỘC BÀ RỊA VŨNG TÀU	9 tỷ	https://batdongsan.vn/phuoc-buu-xuyen-moc-ba-ria-vung-tau-r285033	370	3	2	('14.509164', '108.2477728')	"Chính chủ
Cần Bán Mảnh đất có nhà đẹp.
Dt 7x53 100TC Tổng 370m
2 MT đường nhựa.bên hông nhà có hẻm 3m thít hợp xây trọ.hoặc ở.
Gần trung tâm hành chính TT phước bửu, cách biển hồ Tràm 10phut
Gần công viên Bờ hồ ,bệnh Viện .Trường học.
Giá 4Tỷ TL
AC có Nhu cầu Liên hệ e chính chủ
0365271331 đức trí."
72	Nhà mới đẹp, đối diện Aeon Mall và gần chợ Sơn Kỳ, 2.95 tỷ	4 tỷ	https://batdongsan.vn/nha-moi-dep-doi-dien-aeon-mall-va-gan-cho-son-ky-295-ty-r285032	36	2	2	('10.8060741', '106.6225842')	Nhà mới đẹp nằm đối diện Aeon Tân Phú, đi bộ ra công viên và Chợ Sơn Kỳ chỉ 2 phút, tiện ích dịch vụ xung quanh đầy đủ. Nhà kết cấu 1 trệt 1 lầu, gồm 2 phòng ngủ, 2 toilet. Nhà có chỗ để thờ cúng, ban công thoáng mát. Gia đình để lại nội thất trong nhà. Sổ chuẩn vuông đẹp, pháp lý rõ ràng. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.
73	Bán nhà ngõ 3 phố Nhân Hòa, phường Nhân Chính, 39m2 nhà đẹp 4 tầng giá 6.5 tỷ	2.95 tỷ	https://batdongsan.vn/ban-nha-ngo-3-pho-nhan-hoa-phuong-nhan-chinh-39m2-nha-dep-4-tang-gia-65-ty-r285031	39	4	na		"* Nhà cần bán thuộc ngõ 3 phố Nhân Hòa, phường Nhân Chính, quận Thanh Xuân, Hà Nội. Ngôi nhà này được đánh giá là thuộc phân khúc hiếm khi có mức giá và vị trí đắc địa tại trung tâm Phường Nhân Chính, một nơi đáng sống và tiện ích ngập tràn.
* Nhà nằm ngay gần UBND phương Nhân Chính, an ninh an toàn đảm bảo. Phố Nhân Hòa nối thông từ phố Quan Nhân ra đường Vũ Trọng Phụng, Ngụy Như Kon Tum, Hoàng Đạo Thúy, Lê Văn Lương đi lại thuận tiện mọi bề.
* Nhà có diện tích 39m2 mặt tiền 3.6m được xây dựng 4 tầng với kết cấu khung cột chắc chắn. Nhà có diện tích sử dụng từ tầng 1 lên đến 50m2, trang bị nội thất trong nhà đầy đủ và hiện đại. Công năng sử dụng đáp ứng hầu hết các nhu cầu của gia chủ, khách mua nhà chỉ việc xách đồ về ở. Thiết kế cụ thể như sau:
+ Tầng 1: Phòng khách, bếp, khu để xe, vệ sinh.
+ Tầng 2,3: Tổng 4 phòng ngủ và vệ sinh.
+ Tầng 4: Phòng thờ, sân phơi đồ rộng rãi thoáng mát.
* Nhà có pháp lý rõ ràng, sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán hiện tại là 6.5 tỷ.
* Quan tâm liên hệ điện thoại/zalo: 0963146879 gặp anh Dũng."
