Title	Price	Diện tích (m2)	Số phòng ngủ	Số phòng WC	Địa chỉ	Description	Chỗ để xe hơi	Đang cho thuê	CSVC xung quanh	Vấn đề pháp lý, sổ đỏ	ExtractedTitle	Address1	Address2	lat1	lon1	lat2	lon2
Nhà rộng ô tô đỗ cửa Trường Chinh, gần Chợ Võ Thành Trang, 5.4 tỷ	5.8	63.0	2.0	2.0	Trường Chinh, P.14, Tân Bình	Nhà kết cấu 1 trệt 1 lầu, gồm 2 phòng ngủ, 2 vệ sinh. Hẻm xe hơi vào nhà, thông các hướng. Nhà gần mặt tiền, vị trí giao thông thuận tiện, qua sân bay chưa đến 10 phút. Tiện ích: chợ Võ Thành Trang, nhiều Ngân hàng, qua Bàu Cát chỉ vài bước chân. Sổ hồng riêng vuông vức. Liên hệ anh Võ: 0909 100 817. Không tiếp trung gian.	False	False	True	0	đường Trường Chinh	Trường Chinh, P.14, Tân Bình	đường Trường Chinh	107.992.523	1.066.414.665	210.001.492	1.058.312.638
Bán nhà Hạ Đình-Thanh Xuân.DT 70m2-4 tầng.Gần trường học,chợ dân sinh. Trước nhà ô tô đỗ.Giá 6,9 tỷ	5.4	71.0	4.0	4.0		"-Bán gấp nhà Hạ Đình-Thanh Xuân. Diện tích 70m2, xây 4 tầng , gần trường học, chợ dân sinh. Đường trước nhà ô tô. Lh 0914078932
- Cách mặt hồ Hạ Đình vài bước chân an sinh tuyệt vời, tầng 2 view hồ. Đường trước nhà ô tô. Trước nhà quy hoạch khu Cao Xà Lá Vinhomes sắp triển khai. Tương lai nhà cực đẹp.
- Nhà xây 43m2, trước nhà còn 30m2 lưu không sử dụng thoải mái.
- Sân vườn tiểu cảnh. Không gian sống lý tưởng trong lòng Hà Nôi.
- Sổ đỏ riêng chính chủ, pháp lý chuẩn sẵn sàng giao dịch ngay.
****Giá bán: 6,9 tỷ
**** Liên hệ E. Phòng :0914078932"	False	False	True	0	Hạ Đình, Thanh Xuân	Hạ Đình, Thanh Xuân	Hạ Đình, Thanh Xuân	209.866.719	1.058.099.499	209.866.719	1.058.099.499
BÁN NHÀ LA THÀNH DT 42M2- 4T. NHÀ THOÁNG ĐẸP- Ở LUÔN – CÁCH PHỐ 42M. NGÕ RỘNG- THÔNG. GIÁ NHỈNH 4 TỶ.	8450000000.0	44.0				"BÁN NHÀ LA THÀNH DT 42M2- 4T. NHÀ THOÁNG ĐẸP- Ở LUÔN – CÁCH PHỐ 42M. NGÕ RỘNG. GIÁ NHỈNH 4 TỶ. LIÊN HỆ E. PHÒNG 0335542***
NHÀ RỘNG- THOÁNG- CÁCH PHỐ 42M- Ở LUÔN- KINH DOANH
- Thiết kế 4 tầng, bê tông cốt thép chắc chắn.
- Mỗi tầng 1 phòng ngủ
- Sổ đỏ chính chủ, pháp lý sạch.
** Giá bán: 4,2 tỷ
** Liên hệ E.Phòng: 0335542***
Em Phòng chuyên bất động sản thổ cư nhà đất Hà Nội"	False	False	True	0	La Thành	La Thành	La Thành				
Cần Bán Nhà Mới Hẻm Thông oto 6m, Nguyễn Tư Giản, Kinh doanh tốt, Chỉ nhỉnh 5tỷ	2.65	44.0				"+ Nguyễn Tư Giản (4*11), phường 12 , Gò Vấp, Tp HCM.
+ Kết cấu 1 trệt 1 lầu 2 PN, 2 WC, ban công giếng trời thông thoáng.
+ Hẻm kinh doanh thông 6m.
+ Khu vực đông đúc sầm uất, cafe quán xá.
+ Gần chợ, BHX, nhiều ngân hàng và trường học các cấp.
+ Sổ hồng chính chủ, hoàn công đủ, pháp lý sang tên nhanh lẹ."	False	True	True	0	Nguyễn Tư Giản, phường 12, quận Gò Vấp, Tp HCM	Nguyễn Tư Giản, phường 12, quận Gò Vấp, Tp HCM	Nguyễn Tư Giản, phường 12, quận Gò Vấp, Tp HCM	108.326.748	1.066.385.553	108.326.748	1.066.385.553
NHÀ KẾ HẺM ÔTÔ 6M PHAN ĐĂNG LƯU, PHƯỜNG 1, PHÚ NHUẬN, 2 TẦNG BTCT, RỘNG 4.5M, 3.x TỶ	5.6	30.0	2.0	2.0		"- Kết cấu nhà: 1 trệt 1 lầu BTCT, 2 PN, 2 WC; phòng khách, bếp bao sạch sẽ, đầy đủ công năng; ban công mát mẻ, sáng sủa. Nhà xây bao kiên cố, khách xuống cọc xách vali vào ở trong ngày
- Nhà đang có dòng tiền gần 10tr/tháng, mua là có ngay thu nhập
- Nhà cách mặt tiền Phan Đăng Lưu chỉ 20 giây chạy xe, cách hẻm ôtô chỉ 10m. Đường đi thông tứ tung, an ninh, yên tĩnh, sạch sẽ. Khu vực là các đường lớn như Phan Đình Phùng, Phan Đăng Lưu, Phan Xích Long, Trường Sa; đi bốn phương đều gần đều tiện đều nhanh
- Gần Coopmart, BV Hoàn Mỹ, chợ Phú Nhuận, phố ẩm thực, sân bay Tân Sơn Nhất, chạy xe 1 phút sang quận 1; tiện ích không thiếu thứ gì
- Sổ hồng chính chủ, hoàn công đủ, pháp lý chuẩn, công chứng mua bán trong ngày"	False	True	True	0	đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận	đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận	đường Phan Đăng Lưu, Phường 1, Quận Phú Nhuận	108.002.045	1.066.813.247	108.002.045	1.066.813.247
✅ Nhà 1T + 2L RẤT ĐẸP ngay Chợ Bến Gỗ, đường Ngô Quyền, P.An Hòa.	7.38	65.0	3.0	2.0	an hòa, biên hòa	"✅ Nhà 1T + 2L RẤT ĐẸP ngay Chợ Bến Gỗ, đường Ngô Quyền, P.An Hòa.
{ NƠI AN CƯ – ĐẦU TƯ PHÁT TÀI }

❤️ SỔ HỒNG RIÊNG => Giá: 2,6 tỷ ❤️
✅ Nhà 1 Trệt 2 Lầu , thiết kế hiện đại, mới 100% gồm: Sân xe, PK, phòng thờ, 3 PN, bếp, 2 WC, cùng ban công + giếng trời sân phơi thoáng mát.
✅ Diện tích: 4,2 x 16m= 65m2.
✅ Sổ hồng riêng, thổ cư 100%.
✅ Đầy đủ Tiện ích xung quanh trong bán kính 300m: Chợ, trường học cấp 1,2; bệnh viện, siêu thị BigC, ….
✅ Có Hỗ trợ vay ngân hàng cho ACE
Vui lòng LH: 0916.986875 _ Mr Nhân
❤️ Xin cảm ơn đã xem tin !!! ❤️"	True	False	True	0	đường Ngô Quyền, Phường An Hòa	an hòa, biên hòa	đường Ngô Quyền, Phường An Hòa	108.831.245	1.068.709.404	99.804.585	1.051.043.935
Bán nhà phố Tô Vĩnh Diện, Thanh Xuân, phân lô, ô tô vào nhà 4 tầng 60m2 giá 10,5 tỷ	2.6	60.0	4.0	3.0		"PHÂN LÔ QUÂN ĐỘI VIP - 2 THOÁNG - Ô TÔ VÀO NHÀ - HÀNG XÓM TOÀN QUAN CHỨC QUÂN ĐỘI.
+ Ngõ 93 Tô Vĩnh Diện to rộng ô tô 7 chỗ vào thoải mái. Nhà cách ô tô tránh 20m thẳng tưng ra phố.
+ Khu phân lô vip toàn sếp bên quân đội, dân trí cao, an ninh tuyệt đối.
+ Nhà 2 thoáng trước sau. Sau là doanh trại quân đội để ô full thoáng bằng kính.
+ nhà thiết kế 4 tầng:
- Tầng 1: Khách, bếp, sân để xe, vs.
- Tầng 2: 1 ngủ master và vs khép kín + 1 ngủ nhỏ.
- Tầng 3: 2 ngủ, vs giữa và sân phơi.
- Tầng 4: phòng tập gym và phòng trà.
+ sổ đỏ chính chủ."	False	False	True	0	đường Tô Vĩnh Diện, Quận Thanh Xuân	đường Tô Vĩnh Diện, Quận Thanh Xuân	đường Tô Vĩnh Diện, Quận Thanh Xuân	209.996.942	1.058.209.239	209.996.942	1.058.209.239
BÁN NHÀ 90m2. ĐƯỜNG SỐ 9 LINH TÂY - THỦ ĐỨC.NGAY PHẠM VĂN ĐỒNG	6.5	90.0	10.0	10.0	Đường số 9 linh tây thủ đức	"BÁN NHÀ HẺM XE HƠI.NGAY PHẠM VĂN ĐỒNG,LINH TÂY - THỦ ĐỨC
+ Nhà bán đường số 9 linh tây - thủ đức.
+ Hẻm Xe Hơi 1 trục.200m ra Phạm Văn Đồng.Thuận tiện di chuyển mọi nơi.mà ở thì không bị ồn ào
+ Diện tích cực đẹp. 9 X 10 = ( 90m2) Vuông vức.
+ Hướng Đông Nam.Cực kỳ mát mẻ
+ Hiện trạng.11 phòng trọ.cho thuê full phòng.
+ Mua để làm của.thì có sẵn dòng tiền.
+ Mua về xây lại thì Diện tích này đủ để thiết kế 1 ngôi nhà theo ý muốn - cực kỳ sang trọng
+ Sổ hồng đang ở trong két - có thể sang tên ngay và luôn
+ Xem nhà Lhe.Em Hiếu. 24/7 Giá cực mềm dẻo chỉ. 5.7ty"	False	True	True	0	đường số 9, Linh Tây, Thủ Đức, ngay Phạm Văn Đồng	Đường số 9 linh tây thủ đức	đường số 9, Linh Tây, Thủ Đức, ngay Phạm Văn Đồng	108.602.356	1.067.568.433	108.627.244	1.067.549.835
Bán Nhà HXH gần KDC VẠN PHÁT HƯNG, Hoàng Quốc Việt, Quận 7, 2 tầng 4x10m, nhỉnh 4 tỷ.	5.7	40.0	2.0	2.0	Hoàng Quốc Việt	"- Mô Tả:
+ Nhà 1 trệt 1 lầu, diện tích ngang 4m dài 10m, đầy đủ công năng sử dụng.
+ Gồm 2PN, 2WC, phòng khách, bếp.
+ Nhà Ngân hàng đang nhờ bán gấp.
+ Sổ hồng vuông vức, pháp lý chuẩn, công chứng ngay, bao hoàn công.
+ Liên hệ: Linh 0983790320."	True	True	True	0	HXH Hoàng Quốc Việt, Quận 7	Hoàng Quốc Việt	HXH Hoàng Quốc Việt, Quận 7			107.142.129	1.067.376.942
Nhỉnh 7 tỷ có nhà trung tâm Hà Đông, lô góc 2 thoáng, ô tô đỗ ngay cạnh nhà.	4.8	45.0			Yết Kiêu Hà Đông	"+ Nhà bán nằm ở phố Yết Kiêu Hà Đông, nhà phân lô, ô tô đỗ cách ba bước chân, lô góc hai thoáng ở rất sướng.
+Vị trí đẹp, ngõ thông, nhà cách mặt phố khoảng 10m, mặt tiền rộng đẹp mê ly.
+Diện tích 45m2, nhà 4 tầng xây kiên cố chắc chắn, phòng nào cũng có cửa sổ.
+Nội thất đẹp lung linh, toàn bộ đều do chủ tự đặt, sàn đá marble bóng loáng, bộ bàn ghế bằng gỗ lim 100%, thiết bị vệ sinh cao cấp,...
+Khu vực dân trí cao, an sinh tuyệt vời, nhiều tiện ích, gần chợ Hà Đông, tòa Thiên Niên Kỷ, Học Viện Quân Y, bệnh viện 103, trường học các cấp,..
+Chủ nhà cô Hà trước làm trong Chi Cục Thuế, nay bán đi chuyển sang căn to hơn để ở.
+Giá 7.5 tỷ ( có thương lượng với khách thiện chí )
+Sổ đỏ vuông vắn, sẵn sàng giao dịch.
+Liên hệ E Quân Nhà Đẹp 0934503893 để đi xem nhà ngay."	True	False	True	0	phố Yết Kiêu, Hà Đông	Yết Kiêu Hà Đông	phố Yết Kiêu, Hà Đông	2.097.458	1.057.769.317	209.758.288	105.779.601
AEON MALL HƯƠNG LỘ 3, BÌNH HƯNG HÒA, 50M2-2T, CHỈ 3,6 TỶ, LH 0948362610	7.8	50.0			Hương Lộ 3, Bình Hưng Hòa, Bình Tân	"AEON MALL HƯƠNG LỘ 3, BÌNH HƯNG HÒA, 50M2-2T, CHỈ 3,6 TỶ, LH 0948362610
_ Hẻm 6m thông sát mặt tiền Hương Lộ 3, Tân Kỳ Tân Quý, Bình Long, Bình Hưng Hòa,Bình Tân
_ Diện tích công nhận 50m2 4x12,5m
_ Kết cấu 2 tầng, khu vực xây cao 4 tầng.
_ SHR hoàn công đủ, không quy hoạch,
_ Liên hệ Hoa kho 1000 căn nhà phố Sài Gòn 0948362610."	False	False	True	0	Hương Lộ 3, Đường Tân Kỳ Tân Quý, Phường Bình Long, Quận Bình Tân, Thành phố Hồ Chí Minh	Hương Lộ 3, Bình Hưng Hòa, Bình Tân	Hương Lộ 3, Đường Tân Kỳ Tân Quý, Phường Bình Long, Quận Bình Tân, Thành phố Hồ Chí Minh	107.987.166	1.066.125.495	117.096.516	1.065.911.643
Bán nhà 4 tầng siêu đẹp đường ô tô ngay trung tâm Hùng Vương, Hồng Bàng, Hải Phòng	3.6	48.0	4.0	3.0	Hùng Vương, Hồng Bàng, Hải Phòng	"Bán Nhà Trung Tâm Hùng Vương, Hồng Bàng, Hải Phòng - Ngôi Nhà Mơ Ước Giữa Lòng Thành Phố Biển!
Liên hệ: Mrs Tâm - 0796-336-866
Thông tin chi tiết:
✅ Diện tích: 48m2, mặt tiền rộng, hướng Tây Nam - mang lại ánh nắng ấm áp và gió biển mát mẻ vào từng ngày.
✅ Nhà xây 4 tầng với thiết kế hiện đại, tận dụng tối đa không gian. Bố trí thông minh gồm phòng khách, phòng thờ, bếp, 4 phòng ngủ, 3WC, và sân phơi thoáng mát.
✅ Giá chỉ 3,25 tỷ - Cơ hội tuyệt vời cho những ai đang tìm kiếm một căn nhà ấm cúng tại trung tâm Hải Phòng.
✅ Sổ đỏ chính chủ - Giao dịch an toàn và nhanh chóng.
Vị trí không thể tốt hơn - Nằm tại trung tâm Hùng Vương, bạn sẽ dễ dàng tiếp cận mọi tiện ích, từ trường học, bệnh viện đến các khu vui chơi, mua sắm và nhà hàng ngon.
Hãy liên hệ ngay với Mrs Tâm - 0796-336-866 để biết thêm chi tiết và xem nhà. Đừng bỏ lỡ cơ hội sở hữu ngôi nhà mơ ước của bạn tại Hải Phòng!"	False	False	True	0	Hùng Vương, Hồng Bàng, Hải Phòng	Hùng Vương, Hồng Bàng, Hải Phòng	Hùng Vương, Hồng Bàng, Hải Phòng	208.758.973	1.066.379.724	208.758.973	1.066.379.724
Bán nhà 4 tầng siêu đẹp đường ô tô ngay trung tâm Hùng Vương, Hồng Bàng, Hải Phòng	3.25	48.0	4.0	3.0	Hùng Vương, Hồng Bàng, Hải Phòng	"Bán Nhà Trung Tâm Hùng Vương, Hồng Bàng, Hải Phòng - Ngôi Nhà Mơ Ước Giữa Lòng Thành Phố Biển!
Liên hệ: Mrs Tâm - 0796-336-866
Thông tin chi tiết:
✅ Diện tích: 48m2, mặt tiền rộng, hướng Tây Nam - mang lại ánh nắng ấm áp và gió biển mát mẻ vào từng ngày.
✅ Nhà xây 4 tầng với thiết kế hiện đại, tận dụng tối đa không gian. Bố trí thông minh gồm phòng khách, phòng thờ, bếp, 4 phòng ngủ, 3WC, và sân phơi thoáng mát.
✅ Giá chỉ 3,25 tỷ - Cơ hội tuyệt vời cho những ai đang tìm kiếm một căn nhà ấm cúng tại trung tâm Hải Phòng.
✅ Sổ đỏ chính chủ - Giao dịch an toàn và nhanh chóng.
Vị trí không thể tốt hơn - Nằm tại trung tâm Hùng Vương, bạn sẽ dễ dàng tiếp cận mọi tiện ích, từ trường học, bệnh viện đến các khu vui chơi, mua sắm và nhà hàng ngon.
Hãy liên hệ ngay với Mrs Tâm - 0796-336-866 để biết thêm chi tiết và xem nhà. Đừng bỏ lỡ cơ hội sở hữu ngôi nhà mơ ước của bạn tại Hải Phòng!"	False	False	True	0	đường Hùng Vương, Hồng Bàng, Hải Phòng	Hùng Vương, Hồng Bàng, Hải Phòng	đường Hùng Vương, Hồng Bàng, Hải Phòng	208.758.973	1.066.379.724	208.775.447	1.066.365.948
Bán nhà MTKD đường SỐ 8 LÊ VĂN QUỚI, DT: 4x18m, 1 lầu, giá: 7.3 tỷ TL Liên Hệ Ngay	7.8					"- Bán nhà: Mặt tiền kinh doanh đường Số 8 Lê Văn Quới, DT: 4x18m.
- Hiện trạng: Mặt tiền đường rộng 10m, thuận tiện để kinh doanh, buôn bán hoặc cho thuê. Bán kính tiện ích xung quanh đầy đủ như chợ, siêu thị, trường học, công viên, dịch vụ ăn uống, cửa hàng công nghệ,v.v...
- Kết cấu: 1 trệt, 1 lầu.
- Vị trí: Khu dân cư an ninh, dân trí cao, sầm uất, xe lưu thông thường xuyên.
- Giá: 7.3 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh."	False	True	True	0	đường Số 8 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	đường Số 8 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	đường Số 8 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	107.755.629	1.066.152.904	107.755.629	1.066.152.904
Bán nhà 1Trệt 1Lầu. Mặt tiền đường số 18. P. Linh Trung, 107 m² giá 5,2 tỷ	2.35	107.0			Đường Số 18, Phường Linh Trung, Quận Thủ Đức, TP HCM	"Bán nhà 1Trệt 1Lầu. Mặt tiền đường số 18. P. Linh Trung, 107 m² giá 5,2 tỷ
+ Vị trí : Mặt tiền kinh doanh đường số 18 ngay trường Đại Học Nông Lâm, tuyến ga Metro, Khu Công Nghệ Cao……..
- Hiện nhà 1 trệt 1 lầu ,sử dụng rất tốt , mua vào ở luôn và kinh doannh buôn bán
- Đường nhựa xe tải, cách Xa lộ Hà Nội - QL 1A 2p xe máy
- Nhà có 3 phòng ngủ rộng rãi ở rất thoải mái, có thể xây thêm lầu ở đại gia đình vô tư................
- Rất thích hợp để khai thác dãy nhà trọ cao cấp cho thuê, hoặc đầu tư, mở lớp dạy học, kinh doanh buôn bán ………….
- Diện tích : 107 m² thổ cư ( 4.55m x 23m ), thổ cư 100%
- Giá bán : 5,2 tỷ
Liên Hệ Em Long 0898 408 677 để được xem và mua nhanh nhất!! Mong tiếp khách thiện chí"	False	True	True	0	đường số 18, Phường Linh Trung	Đường Số 18, Phường Linh Trung, Quận Thủ Đức, TP HCM	đường số 18, Phường Linh Trung	108.637.527	1.067.911.698	108.637.527	1.067.911.698
Bán nhà Tô Ký CVPM Quang Trung, 4.5X16, sổ vuông, hẻm 1/ xe hơi 4m hơn 2 tỷ	5.2	72.0	3.0	2.0	Thành phố Hồ Chí Minh	"Bán nhà Tô Ký CVPM Quang Trung, 4.5X16, sổ vuông, hẻm 1/ xe hơi 4m hơn 2 tỷ
. Diện tích 72m2, 4.5x16m, vuông đẹp, 2 tầng, 3 phòng ngủ.
. Hẻm ô tô 1 xẹc, 4 chỗ đỗ cửa, gần mặt tiền Tô Ký, Tân Chánh Hiệp 35, chợ Tân Chánh Hiệp.
. Ngay cầu vượt Quang Trung, nút giao thông đi tứ phía.
. Khu dân cư đông đúc, dân trí cao, tiện ích đầy đủ.
. Sổ hồng riêng, pháp lý chuẩn, đang vay bank.
Gọi ngay 0902177052 xem nhà thật giá thật."	True	True	True	1	Tô Ký, CVPM Quang Trung, Tân Chánh Hiệp 35, Quận Tân Bình	Thành phố Hồ Chí Minh	Tô Ký, CVPM Quang Trung, Tân Chánh Hiệp 35, Quận Tân Bình	108.230.989	1.066.296.638	10.852.994	1.066.267.839
Bán nhà MTKD đường SỐ 18B, DT: 4x20m, 1 lầu, giá: 6.7 tỷ TL Liên Hệ Ngay	2.95	80.0				"- Bán nhà: Mặt tiền kinh doanh đường Số 18B, DT: 4x20m.
- Hiện trạng: Mặt tiền đường rộng 12m, cách Quốc Lộ 1A chỉ 200m, thuận tiện để kinh doanh, buôn bán hoặc cho thuê. Bán kính tiện ích xung quanh đầy đủ như chợ, trường học, siêu thị, dịch vụ ăn uống, cửa hàng công nghệ,v.v...
- Kết cấu: 1 trệt, 1 lầu.
- Vị trí: Khu dân cư an ninh, dân trí cao, sầm uất, xe lưu thông thường xuyên.
- Giá: 6.7 tỷ TL.

Liên hệ: 0707725457 Phú Cường.
Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí.
Cam kết những thông tin trên đúng 100% sự thật.
Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả.
Sàn giao dịch BĐS TanPhuLand.
Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh."	False	False	True	1	đường Số 18B, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	đường Số 18B, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	đường Số 18B, Phường Bình Trị Đông, Quận Bình Tân, TP. Hồ Chí Minh	10.779.801	1.065.981.604	10.779.801	1.065.981.604
Hxh 2 lầu 4x14 Nguyễn Văn Nghi Ph7 Gò Vấp	8.48	56.0	4.0	5.0		"2 lầu Hxh 4x14 Nguyễn Văn Nghi Phường 7 Gò Vấp

+ 1 trệt 2 lầu sân thượng 4 phòng ngủ 5wc mới đẹp kiên cố
+ An ninh, dân trí, ngay Cityland, Phạm Văn Đồng, đại học Công nghiệp giáp Bình Thạnh 7,3 tỷ
+ 2 mặt thoáng, hẻm đẹp, làm văn phòng..."	False	False	True	0	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp	108.255.432	1.066.844.184	108.255.432	1.066.844.184
Bán nhà phố Minh Khai, Hai Bà Trưng gần ô tô, ở ngay 5 tầng 30m2 giá 3.7 tỷ	7.3	30.0	5.0	4.0		"NHÀ 5 TẦNG ĐẸP MỚI KOONG - NGÕ THÔNG GẦN Ô TÔ - CÔNG NĂNG ĐẦY ĐỦ - AN SINH TUYỆT VỜI
- Nhà nằm trong ngõ 651 Minh Khai thông sang Kim Ngưu, Lạc Trung, Đê Trần Khát Chân, gần Times City, 50m ra ôtô, hơn 100m ra phố Minh Khai, vị trí đẹp tiện ích bạt ngàn.
- 5 phút di chuyển sang các trường Đại học:, Bách- Kinh- Xây, Kinh doanh Công nghệ, Hồ Hoàn Kiếm. Hàng xóm đầu ngõ là khu phân lô cán bộ công an, an ninh đảm bảo, ở yên tĩnh.
- Nhà mới koong thiết kế 5 tầng hiện đại, chuẩn công năng:
+ Tầng 1: Phòng khách + Bếp + wc.
+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng + wc.
+ Tầng 5: Phòng thờ + sân phơi.
- Sổ đỏ đẹp, chính chủ sẵn sàng giao dịch.
- Giá có thương lượng"	True	False	True	0	ô tô, ngõ 651 Minh Khai, gần Times City	ô tô, ngõ 651 Minh Khai, gần Times City	ô tô, ngõ 651 Minh Khai, gần Times City	210.035.002	1.058.695.619	210.035.002	1.058.695.619
Bán nhà phố Minh Khai, Hai Bà Trưng gần ô tô, ở ngay 5 tầng 30m2 giá 3.7 tỷ	3.7	30.0	5.0	4.0		"NHÀ 5 TẦNG ĐẸP MỚI KOONG - NGÕ THÔNG GẦN Ô TÔ - CÔNG NĂNG ĐẦY ĐỦ - AN SINH TUYỆT VỜI
- Nhà nằm trong ngõ 651 Minh Khai thông sang Kim Ngưu, Lạc Trung, Đê Trần Khát Chân, gần Times City, 50m ra ôtô, hơn 100m ra phố Minh Khai, vị trí đẹp tiện ích bạt ngàn.
- 5 phút di chuyển sang các trường Đại học:, Bách- Kinh- Xây, Kinh doanh Công nghệ, Hồ Hoàn Kiếm. Hàng xóm đầu ngõ là khu phân lô cán bộ công an, an ninh đảm bảo, ở yên tĩnh.
- Nhà mới koong thiết kế 5 tầng hiện đại, chuẩn công năng:
+ Tầng 1: Phòng khách + Bếp + wc.
+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ rộng + wc.
+ Tầng 5: Phòng thờ + sân phơi.
- Sổ đỏ đẹp, chính chủ sẵn sàng giao dịch.
- Giá có thương lượng"	False	False	True	0	ngõ 651 Minh Khai, Quận Hai Bà Trưng	ngõ 651 Minh Khai, Quận Hai Bà Trưng	ngõ 651 Minh Khai, Quận Hai Bà Trưng	210.034.347	1.058.683.143	210.034.347	1.058.683.143
Cực ngon- Chung cư mini Phú Đô- Nhỉnh 6 tỷ doanh thu 40 triệu/ tháng	3.7	45.0			Đại Mỗ- Nam Từ Liêm- Hà Nội	"+ Vị trí đẹp, gần phố, gần nghách oto phi ầm ầm , quay đầu được, ngõ trước nhà 3 gác chạy .,

+ Nhà 5 tầng, 8 phòng, Thiết kế hiện đại, full đồ cần thiết như : Bếp, gường tủ, nóng lạnh, điều hòa, máy giặt...
Anh chị đầu tư mua về chỉ việc hái quả.
Gọi ngay cho em Hải để qua khảo sát luôn
----------------------------------------------
SDT: 0896133028 ( có zalo)
Hải Híp chuyên bds thổ cư Hà Nội
#TULIEM #bánnhà #bannha #bannhaquannamtuliem #bannhaphanlo #bánnhanbactuliem #oto #kimcuong #kinhdoanh #bannhaleductho #bánnhànmỹđình #bannhagap #bannha #bannhahanoi #bannhaphudo #bdsphudo #batdongsanphudo #phúđô #phudo"	False	True	True	0	Phú Đô	Đại Mỗ- Nam Từ Liêm- Hà Nội	Phú Đô	209.898.009	1.057.615.252	210.124.328	1.057.673.942
37M2 Nguyễn Sỹ Sách, hẻm ba gác thông, ngang 4,4m, nhà mới, 3 tỷ	6.3	37.0	2.0	2.0	Thành phố Hồ Chí Minh	"37M2 Nguyễn Sỹ Sách, hẻm ba gác thông, ngang 4,4m, nhà mới, 3 tỷ
. Vị trí: đối diện chợ Tân Trụ, thông Trần Thái Tông, gần Trường Chinh, KCN Tân Bình.
. Hẻm ba gác thông, trước nhà 4m.
. Kết cấu: 1 trệt 1 lầu + sân thượng BTCT với 2PN 2WC.
. Sổ hồng riêng, pháp lý đầy đủ, công chứng ngay.
Gọi 0902177052 xem nhà thật, giá thật."	False	False	True	0	đường Nguyễn Sỹ Sách, quận Tân Bình	Thành phố Hồ Chí Minh	đường Nguyễn Sỹ Sách, quận Tân Bình	108.230.989	1.066.296.638	108.194.362	1.066.347.737
